,x,y,z,xh,yh,zh,f_xyz,image_name
0,761.9,34.0,763.3,4.0,103.2,0.0,"[2,0,0,0,0,383159]",pos1330-0-buildingData-5
1,762.1,34.0,764.8,-0.5,-70.9,0.0,"[30365,0,0,0,0,352796]",pos1330-1-buildingData-5
2,762.7,39.0,767.5,-1.9,44.1,0.0,"[30769,0,0,0,0,352392]",pos1330-0-buildingData-10
3,761.6,39.0,763.1,0.9,-66.2,0.0,"[24711,0,0,0,0,358450]",pos1330-1-buildingData-10
4,764.9,44.0,766.1,2.9,-169.7,-0.0,"[32531,0,0,0,0,350630]",pos1330-0-buildingData-15
5,764.1,44.0,769.8,-3.5,148.1,0.0,"[0,0,0,0,0,383161]",pos1330-1-buildingData-15
6,771.3,54.0,765.9,-0.9,-5.6,-0.0,"[0,0,0,0,0,383161]",pos1330-0-buildingData-25
7,768.7,54.0,768.2,4.3,-25.8,0.0,"[0,0,0,0,0,383161]",pos1330-1-buildingData-25
8,766.6,74.0,767.6,1.8,-162.5,0.0,"[88426,0,0,0,0,294735]",pos1330-0-buildingData-45
9,762.3,74.0,770.1,-1.5,-174.0,-0.0,"[105906,0,0,0,0,277255]",pos1330-1-buildingData-45
10,765.7,99.0,768.7,2.4,108.9,0.0,"[0,0,0,0,0,383161]",pos1330-0-buildingData-70
11,771.1,99.0,764.7,2.6,123.5,0.0,"[537,0,0,0,0,382624]",pos1330-1-buildingData-70
12,765.3,149.0,771.0,2.5,-167.6,-0.0,"[128931,0,0,0,0,254230]",pos1330-0-buildingData-120
13,770.3,149.0,763.9,1.4,-51.5,0.0,"[53024,0,0,0,0,330137]",pos1330-1-buildingData-120
14,771.1,199.0,766.2,2.0,-101.3,0.0,"[123601,0,0,0,1959,257601]",pos1330-0-buildingData-170
15,765.4,199.0,770.9,4.6,13.5,0.0,"[2650,0,0,0,0,380511]",pos1330-1-buildingData-170
16,763.6,249.0,765.9,-2.4,-32.9,-0.0,"[3627,0,0,0,0,379534]",pos1330-0-buildingData-220
17,768.6,249.0,763.7,0.1,57.1,-0.0,"[59144,0,0,0,0,324017]",pos1330-1-buildingData-220
18,768.2,299.0,766.3,-1.8,107.8,-0.0,"[2,0,0,0,0,383159]",pos1330-0-buildingData-270
19,771.4,299.0,764.6,-0.2,-174.0,0.0,"[63246,0,0,0,0,319915]",pos1330-1-buildingData-270
0,1263.7,31.0,1331.9,0.2,-145.2,0.0,"[54835,0,0,0,0,328326]",pos1879-0-buildingData-5
1,1263.6,31.0,1326.2,2.3,-131.5,-0.0,"[47241,0,0,0,0,335920]",pos1879-1-buildingData-5
2,1259.8,36.0,1325.9,-4.8,36.7,-0.0,"[383161,0,0,0,0,0]",pos1879-0-buildingData-10
3,1258.1,36.0,1335.4,-2.2,122.6,-0.0,"[187186,0,0,0,0,195975]",pos1879-1-buildingData-10
4,1259.9,41.0,1327.5,0.6,-140.6,0.0,"[207074,0,0,0,0,176087]",pos1879-0-buildingData-15
5,1261.6,41.0,1330.4,2.2,20.2,0.0,"[382822,0,0,0,0,339]",pos1879-1-buildingData-15
6,1262.6,51.0,1332.8,4.5,15.6,-0.0,"[332467,0,0,0,0,50694]",pos1879-0-buildingData-25
7,1257.7,51.0,1330.9,-2.7,153.7,0.0,"[209638,0,0,7,0,173516]",pos1879-1-buildingData-25
8,1256.1,71.0,1328.1,-4.9,-123.9,0.0,"[280307,0,0,0,0,102854]",pos1879-0-buildingData-45
9,1262.2,71.0,1334.1,2.9,-164.1,0.0,"[269629,0,0,0,0,113532]",pos1879-1-buildingData-45
10,1256.6,96.0,1335.6,3.2,-119.7,0.0,"[211288,0,0,0,0,171873]",pos1879-0-buildingData-70
11,1260.8,96.0,1328.9,-3.1,89.6,0.0,"[206344,0,0,0,0,176817]",pos1879-1-buildingData-70
12,1263.1,146.0,1330.1,4.6,48.9,0.0,"[84848,0,0,0,0,298313]",pos1879-0-buildingData-120
13,1260.9,146.0,1335.7,2.0,129.8,0.0,"[114201,0,0,0,0,268960]",pos1879-1-buildingData-120
14,1263.3,196.0,1327.6,0.6,57.9,0.0,"[59445,0,0,0,0,323716]",pos1879-0-buildingData-170
15,1256.2,196.0,1333.1,1.9,-83.1,0.0,"[100489,0,0,0,0,282672]",pos1879-1-buildingData-170
16,1262.4,246.0,1333.1,-3.9,77.7,-0.0,"[56435,0,0,0,0,326726]",pos1879-0-buildingData-220
17,1255.4,246.0,1328.4,0.8,98.6,0.0,"[15108,0,0,0,0,368053]",pos1879-1-buildingData-220
18,1257.1,296.0,1331.5,-0.2,74.7,0.0,"[3592,0,0,0,0,379569]",pos1879-0-buildingData-270
19,1263.4,296.0,1329.3,0.7,126.8,0.0,"[13004,0,0,0,0,370157]",pos1879-1-buildingData-270
0,2875.7,10.0,1326.3,3.0,-141.8,-0.0,"[2425,0,0,0,0,380736]",pos1168-0-buildingData-5
1,2873.8,10.0,1329.6,-4.2,10.3,0.0,"[395,0,0,0,0,382766]",pos1168-1-buildingData-5
2,2876.2,10.0,1322.5,4.7,114.1,0.0,"[40860,0,0,0,0,342301]",pos1168-0-buildingData-10
3,2874.5,10.0,1329.4,-4.4,4.6,-0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-10
4,2875.0,10.0,1329.1,4.1,78.3,0.0,"[74162,0,0,0,1154,307845]",pos1168-0-buildingData-15
5,2867.0,10.0,1326.6,-2.9,-160.6,0.0,"[15061,0,0,0,0,368100]",pos1168-1-buildingData-15
6,2870.4,13.7,1323.7,3.3,-61.3,0.0,"[0,0,0,0,0,383161]",pos1168-0-buildingData-25
7,2871.0,13.7,1325.1,0.4,-162.1,0.0,"[18520,0,0,0,0,364641]",pos1168-1-buildingData-25
8,2874.9,33.7,1322.8,-1.7,65.8,-0.0,"[78814,0,0,0,1628,302719]",pos1168-0-buildingData-45
9,2876.2,33.7,1322.4,-3.4,167.1,0.0,"[11691,0,0,0,0,371470]",pos1168-1-buildingData-45
10,2870.5,58.7,1324.0,-3.7,-85.6,0.0,"[0,0,0,0,0,383161]",pos1168-0-buildingData-70
11,2869.4,58.7,1330.2,-0.9,-107.7,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-70
12,2876.7,108.7,1323.8,0.4,-155.1,-0.0,"[26260,0,0,0,0,356901]",pos1168-0-buildingData-120
13,2867.3,108.7,1321.7,4.4,-13.9,-0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-120
14,2867.4,158.7,1328.5,-0.8,-44.2,-0.0,"[0,0,0,0,0,383161]",pos1168-0-buildingData-170
15,2871.6,158.7,1321.3,0.9,172.2,0.0,"[15812,0,0,0,0,367349]",pos1168-1-buildingData-170
16,2876.5,208.7,1328.7,-1.7,130.5,0.0,"[51621,0,0,0,0,331540]",pos1168-0-buildingData-220
17,2870.6,208.7,1328.7,-1.6,-106.7,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-220
18,2871.6,258.7,1328.0,2.7,121.1,-0.0,"[68519,0,0,0,0,314642]",pos1168-0-buildingData-270
19,2876.0,258.7,1330.2,0.9,-172.2,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-270
0,2470.2,10.0,563.1,-2.6,57.7,0.0,"[275329,0,0,0,0,107832]",pos683-0-buildingData-5
1,2473.5,10.0,564.0,-2.5,77.0,-0.0,"[246839,0,0,0,0,136322]",pos683-1-buildingData-5
2,2471.8,12.3,567.8,4.6,119.7,-0.0,"[307605,0,0,0,0,75556]",pos683-0-buildingData-10
3,2473.4,12.3,567.4,4.2,165.2,-0.0,"[44636,0,0,0,0,338525]",pos683-1-buildingData-10
4,2470.5,17.3,559.9,-1.1,12.6,0.0,"[134555,0,0,0,0,248606]",pos683-0-buildingData-15
5,2473.7,17.3,560.1,3.6,67.4,0.0,"[383161,0,0,0,0,0]",pos683-1-buildingData-15
6,2473.5,27.3,562.8,4.2,33.4,0.0,"[200059,0,0,0,0,183102]",pos683-0-buildingData-25
7,2474.8,27.3,561.9,0.9,-133.3,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-25
8,2471.8,47.3,565.2,4.8,-124.7,-0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-45
9,2469.9,47.3,561.7,-1.3,-179.7,-0.0,"[23647,0,0,0,0,359514]",pos683-1-buildingData-45
10,2470.3,72.3,569.4,-1.0,109.6,0.0,"[247919,0,0,0,575,134667]",pos683-0-buildingData-70
11,2477.1,72.3,565.8,2.0,-57.7,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-70
12,2473.2,122.3,568.1,2.0,-124.5,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-120
13,2476.2,122.3,564.9,0.4,51.5,0.0,"[2902,0,0,0,0,380259]",pos683-1-buildingData-120
14,2474.7,172.3,560.1,-4.8,6.4,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-170
15,2471.2,172.3,568.3,-1.0,-94.9,-0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-170
16,2475.3,222.3,566.0,-1.3,-39.8,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-220
17,2471.6,222.3,562.6,-3.3,54.8,-0.0,"[9930,0,0,0,0,373231]",pos683-1-buildingData-220
18,2473.3,272.3,560.7,-2.7,86.3,0.0,"[119652,0,0,0,0,263509]",pos683-0-buildingData-270
19,2476.5,272.3,566.5,-0.9,179.8,0.0,"[37496,0,0,0,0,345665]",pos683-1-buildingData-270
0,660.7,38.0,126.8,-5.0,62.1,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-5
1,656.4,38.0,128.1,-2.7,25.9,-0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-5
2,661.1,43.0,129.4,-3.0,171.4,-0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-10
3,658.7,43.0,133.0,3.2,39.1,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-10
4,662.6,48.0,134.3,-0.7,-131.1,-0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-15
5,658.4,48.0,130.9,4.7,35.2,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-15
6,661.6,58.0,127.8,0.8,-86.9,0.0,"[3235,0,0,0,0,379926]",pos66-0-buildingData-25
7,656.1,58.0,135.4,-2.8,72.9,0.0,"[29842,0,0,0,0,353319]",pos66-1-buildingData-25
8,658.0,78.0,133.1,3.4,-96.4,0.0,"[16462,0,0,0,0,366699]",pos66-0-buildingData-45
9,660.8,78.0,126.2,2.9,135.5,0.0,"[24269,0,0,0,0,358892]",pos66-1-buildingData-45
10,663.5,103.0,131.5,3.3,-94.6,-0.0,"[20458,0,0,0,0,362703]",pos66-0-buildingData-70
11,657.7,103.0,130.3,4.0,177.5,-0.0,"[19688,0,0,0,0,363473]",pos66-1-buildingData-70
12,658.0,153.0,128.5,1.6,-173.8,-0.0,"[40459,0,0,0,0,342702]",pos66-0-buildingData-120
13,658.5,153.0,132.8,-0.4,-70.8,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-120
14,655.8,203.0,130.4,-1.5,152.9,-0.0,"[769,0,0,0,0,382392]",pos66-0-buildingData-170
15,656.8,203.0,132.4,-2.1,-68.9,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-170
16,657.1,253.0,131.4,2.7,-57.2,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-220
17,663.7,253.0,131.9,-2.2,-125.5,0.0,"[130223,0,0,0,1108,251830]",pos66-1-buildingData-220
18,663.6,303.0,131.3,-1.8,5.8,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-270
19,658.8,303.0,127.0,-2.0,26.9,-0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-270
0,205.6,41.1,37.4,2.6,136.6,-0.0,"[166622,0,0,0,0,216539]",pos980-0-buildingData-5
1,213.8,41.1,38.6,-0.2,-20.6,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-5
2,213.1,46.1,36.2,3.0,-53.9,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-10
3,213.8,46.1,35.6,-0.3,-65.7,-0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-10
4,210.1,51.1,32.7,2.2,150.8,0.0,"[162643,0,0,0,0,220518]",pos980-0-buildingData-15
5,213.6,51.1,35.4,-3.9,135.2,0.0,"[168117,0,0,0,0,215044]",pos980-1-buildingData-15
6,210.6,61.1,36.3,0.0,-143.4,-0.0,"[266881,0,0,0,0,116280]",pos980-0-buildingData-25
7,209.3,61.1,34.8,3.8,-102.9,-0.0,"[62664,0,0,0,0,320497]",pos980-1-buildingData-25
8,205.4,81.1,37.5,-4.6,-46.6,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-45
9,205.9,81.1,39.0,-1.1,42.8,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-45
10,205.1,106.1,33.0,-1.7,-49.8,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-70
11,213.1,106.1,34.3,3.5,-71.5,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-70
12,209.6,156.1,35.1,3.1,160.6,0.0,"[49701,0,0,0,0,333460]",pos980-0-buildingData-120
13,212.6,156.1,35.2,3.4,-172.6,-0.0,"[75260,0,0,0,0,307901]",pos980-1-buildingData-120
14,210.7,206.1,37.1,3.2,112.9,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-170
15,206.7,206.1,32.5,0.2,164.9,0.0,"[34135,0,0,0,0,349026]",pos980-1-buildingData-170
16,213.3,256.1,34.1,-1.8,-27.5,-0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-220
17,205.9,256.1,33.9,-0.2,30.8,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-220
18,208.8,306.1,40.4,-4.8,32.0,-0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-270
19,205.9,306.1,35.5,-1.9,-15.9,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-270
0,2368.7,10.0,1921.1,-1.9,-148.4,0.0,"[89980,0,0,0,0,293181]",pos1662-0-buildingData-5
1,2367.6,10.0,1922.2,-2.0,-156.3,0.0,"[84673,0,0,0,0,298488]",pos1662-1-buildingData-5
2,2375.9,10.0,1918.3,4.0,141.1,0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-10
3,2375.6,10.0,1925.3,4.2,24.5,-0.0,"[13343,0,0,0,0,369818]",pos1662-1-buildingData-10
4,2368.2,10.0,1917.2,-4.1,5.9,-0.0,"[4262,0,0,0,0,378899]",pos1662-0-buildingData-15
5,2375.1,10.0,1918.5,-4.4,39.1,0.0,"[23567,0,0,0,0,359594]",pos1662-1-buildingData-15
6,2376.1,14.4,1924.3,-2.9,-157.4,0.0,"[90548,0,0,0,0,292613]",pos1662-0-buildingData-25
7,2370.3,14.4,1924.3,-3.1,58.6,-0.0,"[64123,0,0,0,0,319038]",pos1662-1-buildingData-25
8,2371.6,34.4,1919.7,-5.0,10.0,-0.0,"[56769,0,0,0,0,326392]",pos1662-0-buildingData-45
9,2373.5,34.4,1919.5,-4.3,78.8,-0.0,"[229485,0,0,0,0,153676]",pos1662-1-buildingData-45
10,2374.5,59.4,1922.5,4.4,-131.8,0.0,"[64649,0,0,0,0,318512]",pos1662-0-buildingData-70
11,2373.2,59.4,1924.0,2.6,111.0,0.0,"[128982,0,0,0,0,254179]",pos1662-1-buildingData-70
12,2375.0,109.4,1917.1,1.1,-4.6,0.0,"[60493,0,0,0,0,322668]",pos1662-0-buildingData-120
13,2374.8,109.4,1917.1,1.8,110.8,0.0,"[85290,0,0,0,0,297871]",pos1662-1-buildingData-120
14,2376.2,159.4,1917.9,4.5,-144.7,0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-170
15,2366.8,159.4,1918.1,-3.7,92.1,0.0,"[163275,0,0,0,0,219886]",pos1662-1-buildingData-170
16,2369.8,209.4,1917.7,-3.6,9.8,0.0,"[125546,0,0,0,0,257615]",pos1662-0-buildingData-220
17,2372.3,209.4,1922.4,2.1,160.4,-0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-220
18,2374.1,259.4,1916.7,-1.7,65.7,0.0,"[132642,0,0,3,183,250333]",pos1662-0-buildingData-270
19,2375.7,259.4,1923.6,1.1,-128.3,0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-270
