,x,y,z,xh,yh,zh,f_xyz,image_name
1,2270.4,23.0,999.2,-4.2,-135.0,0.0,"[23331,0,0,0,575,359255]",pos806-1-buildingData-20
2,2270.4,63.0,999.2,-1.3,-24.9,0.0,"[28143,0,0,0,5,355013]",pos806-0-buildingData-60
3,2270.4,63.0,999.2,-0.4,-62.3,0.0,"[0,0,0,0,0,383161]",pos806-1-buildingData-60
4,2270.4,103.0,999.2,3.8,171.2,0.0,"[161533,0,0,0,25148,196480]",pos806-0-buildingData-100
5,2270.4,103.0,999.2,1.8,-28.2,-0.0,"[30673,0,0,0,0,352488]",pos806-1-buildingData-100
6,2270.4,143.0,999.2,-3.4,-3.3,0.0,"[96428,0,0,0,2128,284605]",pos806-0-buildingData-140
7,2270.4,143.0,999.2,-4.4,95.6,0.0,"[147781,0,0,0,71528,163852]",pos806-1-buildingData-140
8,2270.4,203.0,999.2,-3.3,43.3,0.0,"[100425,0,0,1,26866,255869]",pos806-0-buildingData-200
9,2270.4,203.0,999.2,-1.6,161.8,-0.0,"[92391,0,0,0,28331,262439]",pos806-1-buildingData-200
0,766.5,49.0,767.1,-0.7,-14.5,-0.0,"[0,0,0,0,0,383161]",pos1330-0-buildingData-20
1,766.5,49.0,767.1,-0.7,-124.6,0.0,"[51089,0,0,0,23252,308820]",pos1330-1-buildingData-20
2,766.5,89.0,767.1,-3.1,23.7,-0.0,"[17715,0,0,0,0,365446]",pos1330-0-buildingData-60
3,766.5,89.0,767.1,-2.3,86.9,0.0,"[11737,0,0,0,7949,363475]",pos1330-1-buildingData-60
4,766.5,129.0,767.1,-5.0,-168.9,-0.0,"[105387,0,0,0,47791,229983]",pos1330-0-buildingData-100
5,766.5,129.0,767.1,-3.7,-139.4,0.0,"[115667,0,0,0,72312,195182]",pos1330-1-buildingData-100
6,766.5,169.0,767.1,-2.2,176.1,0.0,"[112795,0,0,0,28421,241945]",pos1330-0-buildingData-140
7,766.5,169.0,767.1,1.6,172.7,0.0,"[69941,0,0,1,23897,289322]",pos1330-1-buildingData-140
8,766.5,229.0,767.1,-3.1,36.8,0.0,"[38271,0,0,0,11129,333761]",pos1330-0-buildingData-200
9,766.5,229.0,767.1,1.5,161.4,0.0,"[12992,0,0,0,16666,353503]",pos1330-1-buildingData-200
0,1259.2,46.0,1330.7,2.3,111.7,0.0,"[165891,0,0,0,123678,93592]",pos1879-0-buildingData-20
1,1259.2,46.0,1330.7,3.7,29.2,-0.0,"[12536,0,0,0,341418,29207]",pos1879-1-buildingData-20
2,1259.2,86.0,1330.7,-4.5,-171.3,0.0,"[243510,0,0,0,28265,111386]",pos1879-0-buildingData-60
3,1259.2,86.0,1330.7,-4.6,-111.0,0.0,"[195280,0,0,0,69333,118548]",pos1879-1-buildingData-60
4,1259.2,126.0,1330.7,-0.3,96.6,0.0,"[95643,0,0,0,50416,237102]",pos1879-0-buildingData-100
5,1259.2,126.0,1330.7,-2.3,-155.3,0.0,"[173951,0,0,0,43207,166003]",pos1879-1-buildingData-100
6,1259.2,166.0,1330.7,4.3,98.0,0.0,"[34101,0,0,0,21222,327838]",pos1879-0-buildingData-140
7,1259.2,166.0,1330.7,1.3,37.5,-0.0,"[62010,0,0,0,35370,285781]",pos1879-1-buildingData-140
8,1259.2,226.0,1330.7,-2.8,104.1,0.0,"[54537,0,0,0,25270,303354]",pos1879-0-buildingData-200
9,1259.2,226.0,1330.7,4.8,19.1,-0.0,"[1678,0,0,0,10408,371075]",pos1879-1-buildingData-200
0,2871.8,10.0,1326.0,-2.9,88.5,0.0,"[57586,0,0,0,14607,310968]",pos1168-0-buildingData-20
1,2871.8,10.0,1326.0,-0.5,-154.5,0.0,"[11742,0,0,0,1666,369753]",pos1168-1-buildingData-20
2,2871.8,48.7,1326.0,3.4,122.6,0.0,"[29536,0,0,0,14247,339378]",pos1168-0-buildingData-60
3,2871.8,48.7,1326.0,3.7,13.0,-0.0,"[2725,0,0,0,0,380436]",pos1168-1-buildingData-60
4,2871.8,88.7,1326.0,-3.8,-14.8,0.0,"[0,0,0,0,0,383161]",pos1168-0-buildingData-100
5,2871.8,88.7,1326.0,-3.6,153.9,-0.0,"[9025,0,0,0,171,373965]",pos1168-1-buildingData-100
6,2871.8,128.7,1326.0,1.1,113.7,0.0,"[72537,0,0,0,31330,279294]",pos1168-0-buildingData-140
7,2871.8,128.7,1326.0,-4.3,39.1,-0.0,"[38914,0,0,0,4996,339251]",pos1168-1-buildingData-140
8,2871.8,188.7,1326.0,4.1,62.3,-0.0,"[80307,0,0,0,25159,277695]",pos1168-0-buildingData-200
9,2871.8,188.7,1326.0,1.2,3.9,-0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-200
0,2473.8,22.3,564.7,2.2,61.2,-0.0,"[334437,0,0,0,0,48724]",pos683-0-buildingData-20
1,2473.8,22.3,564.7,-3.8,-49.5,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-20
2,2473.8,62.3,564.7,0.6,65.0,0.0,"[112158,0,0,0,8822,262181]",pos683-0-buildingData-60
3,2473.8,62.3,564.7,-0.2,27.6,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-60
4,2473.8,102.3,564.7,1.4,-84.9,-0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-100
5,2473.8,102.3,564.7,-2.3,-70.4,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-100
6,2473.8,142.3,564.7,2.7,145.9,0.0,"[105458,0,0,0,25429,252274]",pos683-0-buildingData-140
7,2473.8,142.3,564.7,-0.3,-159.5,0.0,"[3783,0,0,0,805,378573]",pos683-1-buildingData-140
8,2473.8,202.3,564.7,-2.5,-117.3,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-200
9,2473.8,202.3,564.7,-0.7,-89.7,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-200
0,659.2,53.0,131.0,-3.7,136.9,0.0,"[6402,0,0,0,7284,369475]",pos66-0-buildingData-20
1,659.2,53.0,131.0,-4.6,80.3,0.0,"[44065,0,0,0,0,339096]",pos66-1-buildingData-20
2,659.2,93.0,131.0,-0.5,155.9,-0.0,"[52,0,0,0,81,383028]",pos66-0-buildingData-60
3,659.2,93.0,131.0,-3.1,114.5,0.0,"[69385,0,0,0,25965,287811]",pos66-1-buildingData-60
4,659.2,133.0,131.0,-2.7,160.2,0.0,"[2250,0,0,0,617,380294]",pos66-0-buildingData-100
5,659.2,133.0,131.0,-0.9,-13.0,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-100
6,659.2,173.0,131.0,-2.9,70.1,-0.0,"[20826,0,0,0,0,362335]",pos66-0-buildingData-140
7,659.2,173.0,131.0,-4.1,140.4,-0.0,"[9242,0,0,0,12917,361002]",pos66-1-buildingData-140
8,659.2,233.0,131.0,3.7,-65.6,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-200
9,659.2,233.0,131.0,2.3,-155.1,0.0,"[57395,0,0,0,42106,283660]",pos66-1-buildingData-200
0,209.2,56.1,36.6,-3.7,158.9,0.0,"[121550,0,0,0,28153,233458]",pos980-0-buildingData-20
1,209.2,56.1,36.6,2.4,-76.4,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-20
2,209.2,96.1,36.6,4.0,44.1,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-60
3,209.2,96.1,36.6,-1.3,39.4,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-60
4,209.2,136.1,36.6,4.6,-72.9,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-100
5,209.2,136.1,36.6,-4.4,-26.0,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-100
6,209.2,176.1,36.6,4.5,3.3,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-140
7,209.2,176.1,36.6,-3.2,179.4,0.0,"[45524,0,0,0,52582,285055]",pos980-1-buildingData-140
8,209.2,236.1,36.6,0.9,77.2,-0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-200
9,209.2,236.1,36.6,-0.6,108.2,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-200
0,2371.2,10.0,1920.8,-2.0,-18.0,0.0,"[747,0,0,0,1,382413]",pos1662-0-buildingData-20
1,2371.2,10.0,1920.8,2.8,-23.7,0.0,"[811,0,0,0,2,382348]",pos1662-1-buildingData-20
2,2371.2,49.4,1920.8,-1.4,163.0,0.0,"[4128,0,0,0,0,379033]",pos1662-0-buildingData-60
3,2371.2,49.4,1920.8,-4.9,-165.8,-0.0,"[83805,0,0,0,0,299356]",pos1662-1-buildingData-60
4,2371.2,89.4,1920.8,4.4,69.3,0.0,"[102789,0,0,0,47887,232485]",pos1662-0-buildingData-100
5,2371.2,89.4,1920.8,-5.0,-24.0,0.0,"[3119,0,0,0,382,379660]",pos1662-1-buildingData-100
6,2371.2,129.4,1920.8,1.3,-167.3,-0.0,"[18575,0,0,0,0,364586]",pos1662-0-buildingData-140
7,2371.2,129.4,1920.8,-0.5,142.0,0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-140
8,2371.2,189.4,1920.8,2.8,170.3,0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-200
9,2371.2,189.4,1920.8,2.0,168.1,-0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-200
0,683.7,51.1,1019.2,4.8,32.9,0.0,"[14573,0,0,0,6570,362018]",pos1266-0-buildingData-20
1,683.7,51.1,1019.2,0.5,-153.0,0.0,"[237290,0,0,0,15247,130624]",pos1266-1-buildingData-20
2,683.7,91.1,1019.2,2.3,-178.2,0.0,"[120747,0,0,0,39602,222812]",pos1266-0-buildingData-60
3,683.7,91.1,1019.2,3.8,38.8,0.0,"[21395,0,0,0,15819,345947]",pos1266-1-buildingData-60
4,683.7,131.1,1019.2,-4.3,121.7,0.0,"[1026,0,0,0,0,382135]",pos1266-0-buildingData-100
5,683.7,131.1,1019.2,-0.6,-124.9,0.0,"[111677,0,0,0,63277,208207]",pos1266-1-buildingData-100
6,683.7,171.1,1019.2,-3.8,77.2,0.0,"[5017,0,0,0,2023,376121]",pos1266-0-buildingData-140
7,683.7,171.1,1019.2,4.1,-6.0,-0.0,"[0,0,0,0,0,383161]",pos1266-1-buildingData-140
8,683.7,231.1,1019.2,0.3,176.2,0.0,"[26338,0,0,0,23077,333746]",pos1266-0-buildingData-200
9,683.7,231.1,1019.2,-2.9,43.4,0.0,"[28752,0,0,0,22561,331848]",pos1266-1-buildingData-200
0,598.9,53.0,756.4,-3.3,-143.2,0.0,"[31121,0,0,0,61271,290769]",pos1200-0-buildingData-20
1,598.9,53.0,756.4,3.5,-143.6,0.0,"[30331,0,0,0,17582,335248]",pos1200-1-buildingData-20
2,598.9,93.0,756.4,3.0,-85.6,-0.0,"[31087,0,0,0,45919,306155]",pos1200-0-buildingData-60
3,598.9,93.0,756.4,2.0,-4.6,0.0,"[0,0,0,0,0,383161]",pos1200-1-buildingData-60
4,598.9,133.0,756.4,-4.9,-64.3,0.0,"[31831,0,0,0,13916,337414]",pos1200-0-buildingData-100
5,598.9,133.0,756.4,4.6,120.5,0.0,"[148,0,0,0,0,383013]",pos1200-1-buildingData-100
6,598.9,173.0,756.4,-3.6,-130.6,0.0,"[95563,0,0,0,64572,223026]",pos1200-0-buildingData-140
7,598.9,173.0,756.4,2.0,89.2,-0.0,"[16665,0,0,0,7776,358720]",pos1200-1-buildingData-140
8,598.9,233.0,756.4,-2.2,-107.7,-0.0,"[89430,0,0,2,64707,229022]",pos1200-0-buildingData-200
9,598.9,233.0,756.4,-0.5,15.0,-0.0,"[35390,0,0,0,1383,346388]",pos1200-1-buildingData-200
0,2646.0,10.0,1561.1,2.4,165.3,0.0,"[18800,0,0,0,608,363753]",pos1119-0-buildingData-20
1,2646.0,10.0,1561.1,4.6,-166.0,0.0,"[61,0,0,0,614,382486]",pos1119-1-buildingData-20
2,2646.0,48.7,1561.1,0.1,103.6,0.0,"[44340,0,0,0,39959,298862]",pos1119-0-buildingData-60
3,2646.0,48.7,1561.1,4.5,-152.6,0.0,"[2964,0,0,0,4116,376081]",pos1119-1-buildingData-60
4,2646.0,88.7,1561.1,2.3,-137.5,0.0,"[11885,0,0,0,9048,362228]",pos1119-0-buildingData-100
5,2646.0,88.7,1561.1,2.0,-173.4,0.0,"[9640,0,0,0,609,372912]",pos1119-1-buildingData-100
6,2646.0,128.7,1561.1,4.9,-81.4,0.0,"[0,0,0,0,0,383161]",pos1119-0-buildingData-140
7,2646.0,128.7,1561.1,2.4,-96.7,-0.0,"[0,0,0,0,0,383161]",pos1119-1-buildingData-140
8,2646.0,188.7,1561.1,-4.9,-166.2,0.0,"[651,0,0,0,0,382510]",pos1119-0-buildingData-200
9,2646.0,188.7,1561.1,3.4,-75.4,0.0,"[0,0,0,0,0,383161]",pos1119-1-buildingData-200
0,2737.1,10.0,1798.4,-1.4,33.8,0.0,"[44013,0,0,0,4780,334368]",pos1986-0-buildingData-20
1,2737.1,10.0,1798.4,0.2,-30.0,0.0,"[5095,0,0,0,0,378066]",pos1986-1-buildingData-20
2,2737.1,49.4,1798.4,2.3,-79.7,0.0,"[24529,0,0,0,21785,336847]",pos1986-0-buildingData-60
3,2737.1,49.4,1798.4,0.8,134.1,0.0,"[34715,0,0,0,2353,346093]",pos1986-1-buildingData-60
4,2737.1,89.4,1798.4,-4.9,-140.4,-0.0,"[1703,0,0,0,8625,372833]",pos1986-0-buildingData-100
5,2737.1,89.4,1798.4,-1.8,-72.6,0.0,"[31786,0,0,0,13064,338311]",pos1986-1-buildingData-100
6,2737.1,129.4,1798.4,-2.8,-94.6,0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-140
7,2737.1,129.4,1798.4,1.2,-148.1,-0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-140
8,2737.1,189.4,1798.4,-1.5,-21.7,0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-200
9,2737.1,189.4,1798.4,-3.1,-125.7,-0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-200
0,375.2,50.0,1438.8,-1.0,-124.5,-0.0,"[36965,0,0,0,47952,298244]",pos1362-0-buildingData-20
1,375.2,50.0,1438.8,1.5,112.4,0.0,"[849,0,0,0,0,382312]",pos1362-1-buildingData-20
2,375.2,90.0,1438.8,2.9,-105.0,-0.0,"[64225,0,0,0,58703,260233]",pos1362-0-buildingData-60
3,375.2,90.0,1438.8,-4.6,-0.3,0.0,"[9615,0,0,0,6489,367057]",pos1362-1-buildingData-60
4,375.2,130.0,1438.8,-4.5,25.3,0.0,"[12182,0,0,0,8939,362040]",pos1362-0-buildingData-100
5,375.2,130.0,1438.8,-1.6,-26.8,-0.0,"[20467,0,0,0,1134,361560]",pos1362-1-buildingData-100
6,375.2,170.0,1438.8,-4.6,165.6,0.0,"[0,0,0,0,0,383161]",pos1362-0-buildingData-140
7,375.2,170.0,1438.8,-4.9,-8.0,0.0,"[8215,0,0,0,3053,371893]",pos1362-1-buildingData-140
8,375.2,230.0,1438.8,-2.0,-148.9,0.0,"[0,0,0,0,15822,367339]",pos1362-0-buildingData-200
9,375.2,230.0,1438.8,-2.3,-132.1,-0.0,"[19336,0,0,0,25961,337864]",pos1362-1-buildingData-200
0,2399.8,22.1,1358.5,-4.3,-138.5,0.0,"[1520,0,0,0,1392,380249]",pos755-0-buildingData-20
1,2399.8,22.1,1358.5,-4.5,8.3,-0.0,"[64810,0,0,0,5874,312477]",pos755-1-buildingData-20
2,2399.8,62.1,1358.5,-3.7,79.3,-0.0,"[205716,0,0,0,68522,108923]",pos755-0-buildingData-60
3,2399.8,62.1,1358.5,0.1,89.9,-0.0,"[230147,0,0,0,19545,133469]",pos755-1-buildingData-60
4,2399.8,102.1,1358.5,-3.1,-151.1,-0.0,"[5316,0,0,0,1124,376721]",pos755-0-buildingData-100
5,2399.8,102.1,1358.5,-3.0,51.0,0.0,"[162126,0,0,0,69339,151696]",pos755-1-buildingData-100
6,2399.8,142.1,1358.5,-0.6,-43.8,0.0,"[0,0,0,0,0,383161]",pos755-0-buildingData-140
7,2399.8,142.1,1358.5,-4.8,64.2,0.0,"[121156,0,0,0,102380,159625]",pos755-1-buildingData-140
8,2399.8,202.1,1358.5,4.5,-2.9,0.0,"[17104,0,0,0,0,366057]",pos755-0-buildingData-200
9,2399.8,202.1,1358.5,3.5,-63.5,0.0,"[0,0,0,0,0,383161]",pos755-1-buildingData-200
0,999.3,49.0,625.3,-1.4,-52.5,0.0,"[9723,0,0,0,5445,367993]",pos104-0-buildingData-20
1,999.3,49.0,625.3,-4.7,-24.5,0.0,"[0,0,0,0,0,383161]",pos104-1-buildingData-20
2,999.3,89.0,625.3,-0.2,140.9,0.0,"[16433,0,0,0,587,366141]",pos104-0-buildingData-60
3,999.3,89.0,625.3,-3.6,165.4,-0.0,"[55228,0,0,0,30125,297808]",pos104-1-buildingData-60
4,999.3,129.0,625.3,-0.7,164.2,-0.0,"[74034,0,0,0,36644,272483]",pos104-0-buildingData-100
5,999.3,129.0,625.3,2.6,176.5,0.0,"[85521,0,0,0,46481,251159]",pos104-1-buildingData-100
6,999.3,169.0,625.3,-0.3,52.7,0.0,"[17901,0,0,0,4938,360322]",pos104-0-buildingData-140
7,999.3,169.0,625.3,-1.5,-139.4,0.0,"[84187,0,0,0,102229,196745]",pos104-1-buildingData-140
8,999.3,229.0,625.3,-4.9,-66.3,-0.0,"[63540,0,0,0,42879,276742]",pos104-0-buildingData-200
9,999.3,229.0,625.3,-1.3,-140.4,-0.0,"[75684,0,0,0,75220,232257]",pos104-1-buildingData-200
0,211.1,58.5,731.6,2.8,8.6,0.0,"[46948,0,0,0,59451,276762]",pos534-0-buildingData-20
1,211.1,58.5,731.6,-4.4,-17.7,0.0,"[29840,0,0,0,14448,338873]",pos534-1-buildingData-20
2,211.1,98.5,731.6,-3.8,-126.6,0.0,"[41818,0,0,0,14160,327183]",pos534-0-buildingData-60
3,211.1,98.5,731.6,-0.1,91.3,-0.0,"[53567,0,0,0,31092,298502]",pos534-1-buildingData-60
4,211.1,138.5,731.6,0.4,-144.1,0.0,"[47604,0,0,0,17847,317710]",pos534-0-buildingData-100
5,211.1,138.5,731.6,-2.8,-94.0,0.0,"[32192,0,0,0,29357,321612]",pos534-1-buildingData-100
6,211.1,178.5,731.6,-3.7,88.5,-0.0,"[0,0,0,0,0,383161]",pos534-0-buildingData-140
7,211.1,178.5,731.6,4.1,-131.6,0.0,"[75070,0,0,0,25999,282092]",pos534-1-buildingData-140
8,211.1,238.5,731.6,0.9,-21.1,0.0,"[18463,0,0,0,0,364698]",pos534-0-buildingData-200
9,211.1,238.5,731.6,-0.7,149.7,-0.0,"[0,0,0,0,0,383161]",pos534-1-buildingData-200
0,1930.6,26.6,886.8,4.1,-77.6,0.0,"[248650,0,0,0,25098,109413]",pos290-0-buildingData-20
1,1930.6,26.6,886.8,-2.4,-118.6,0.0,"[85461,0,0,0,201782,95918]",pos290-1-buildingData-20
2,1930.6,66.6,886.8,-1.3,130.7,0.0,"[261795,0,0,0,57575,63791]",pos290-0-buildingData-60
3,1930.6,66.6,886.8,-0.2,84.1,0.0,"[139652,0,0,0,239078,4431]",pos290-1-buildingData-60
4,1930.6,106.6,886.8,-1.2,-60.1,0.0,"[90206,0,0,0,2697,290258]",pos290-0-buildingData-100
5,1930.6,106.6,886.8,2.0,-100.2,-0.0,"[96847,0,0,0,556,285758]",pos290-1-buildingData-100
6,1930.6,146.6,886.8,4.0,-29.7,-0.0,"[35812,0,0,0,1146,346203]",pos290-0-buildingData-140
7,1930.6,146.6,886.8,-3.4,-54.2,0.0,"[68710,0,0,1,9994,304456]",pos290-1-buildingData-140
8,1930.6,206.6,886.8,0.3,-99.0,0.0,"[0,0,0,0,0,383161]",pos290-0-buildingData-200
9,1930.6,206.6,886.8,2.5,150.4,-0.0,"[50879,0,0,0,40172,292110]",pos290-1-buildingData-200
0,103.8,52.5,865.8,4.2,31.9,0.0,"[0,0,0,0,7148,376013]",pos545-0-buildingData-20
1,103.8,52.5,865.8,-1.5,-148.6,0.0,"[6797,0,0,0,9413,366951]",pos545-1-buildingData-20
2,103.8,92.5,865.8,1.1,122.0,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-60
3,103.8,92.5,865.8,-4.2,118.5,-0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-60
4,103.8,132.5,865.8,-4.0,-31.0,0.0,"[17382,0,0,0,6864,358915]",pos545-0-buildingData-100
5,103.8,132.5,865.8,2.1,86.0,-0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-100
6,103.8,172.5,865.8,-4.8,94.3,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-140
7,103.8,172.5,865.8,-3.8,161.7,-0.0,"[261,0,0,0,0,382900]",pos545-1-buildingData-140
8,103.8,232.5,865.8,-0.2,141.5,-0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-200
9,103.8,232.5,865.8,-2.5,-39.7,0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-200
0,2656.5,10.0,1835.7,4.6,-91.8,0.0,"[6848,0,0,0,6543,369770]",pos1967-0-buildingData-20
1,2656.5,10.0,1835.7,-1.3,100.5,0.0,"[45515,0,0,0,10464,327182]",pos1967-1-buildingData-20
2,2656.5,49.3,1835.7,0.9,-147.8,0.0,"[0,0,0,0,0,383161]",pos1967-0-buildingData-60
3,2656.5,49.3,1835.7,4.7,-48.8,0.0,"[18159,0,0,0,102,364900]",pos1967-1-buildingData-60
4,2656.5,89.3,1835.7,-3.8,-60.4,-0.0,"[35138,0,0,0,1648,346375]",pos1967-0-buildingData-100
5,2656.5,89.3,1835.7,-4.8,-45.1,-0.0,"[21373,0,0,0,959,360829]",pos1967-1-buildingData-100
6,2656.5,129.3,1835.7,-4.6,154.1,0.0,"[81432,0,0,0,0,301729]",pos1967-0-buildingData-140
7,2656.5,129.3,1835.7,2.1,-118.5,0.0,"[0,0,0,0,0,383161]",pos1967-1-buildingData-140
8,2656.5,189.3,1835.7,-3.0,-70.6,0.0,"[0,0,0,0,0,383161]",pos1967-0-buildingData-200
9,2656.5,189.3,1835.7,-3.4,159.6,0.0,"[22200,0,0,0,0,360961]",pos1967-1-buildingData-200
0,78.0,48.7,895.9,-1.5,49.2,0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-20
1,78.0,48.7,895.9,-5.0,177.1,0.0,"[205,0,0,0,0,382956]",pos434-1-buildingData-20
2,78.0,88.7,895.9,3.8,-140.8,0.0,"[20686,0,0,0,13010,349465]",pos434-0-buildingData-60
3,78.0,88.7,895.9,2.1,-112.0,0.0,"[39081,0,0,0,14197,329883]",pos434-1-buildingData-60
4,78.0,128.7,895.9,1.1,8.3,0.0,"[64780,0,0,0,17082,301299]",pos434-0-buildingData-100
5,78.0,128.7,895.9,2.6,-165.8,-0.0,"[4636,0,0,0,628,377897]",pos434-1-buildingData-100
