,x,y,z,xh,yh,zh,f_xyz,image_name
18,1909.4,280.8,1969.8,-4.4,114.1,0.0,"[0,0,0,0,0,0,383161,0]",pos2075-0-visibility-270
19,1909.0,280.8,1968.8,-4.2,-12.9,0.0,"[117975,12279,3409,720,3419,8037,237296,26]",pos2075-1-visibility-270
0,2504.1,10.0,588.8,1.5,76.6,0.0,"[286342,0,3951,3374,89494,0,0,0]",pos828-0-visibility-5
1,2501.4,10.0,591.5,-4.5,18.6,-0.0,"[143271,0,1897,3688,180791,215,53299,0]",pos828-1-visibility-5
2,2507.9,12.1,593.4,4.5,117.5,-0.0,"[176521,0,58727,12685,31705,23785,78256,1482]",pos828-0-visibility-10
3,2508.7,12.1,590.6,-2.9,80.3,0.0,"[280576,0,15150,12324,75111,0,0,0]",pos828-1-visibility-10
4,2501.2,17.1,593.6,-0.0,30.0,0.0,"[382151,0,0,0,67,0,943,0]",pos828-0-visibility-15
5,2504.1,17.1,587.0,4.7,1.1,0.0,"[10916,0,16624,6459,53053,15580,280209,320]",pos828-1-visibility-15
6,2504.9,27.1,587.5,4.3,117.8,0.0,"[211896,0,20193,2137,10368,24497,113813,257]",pos828-0-visibility-25
7,2509.0,27.1,589.9,4.4,128.4,0.0,"[133927,7021,32078,2664,17009,39012,151231,219]",pos828-1-visibility-25
8,2509.8,47.1,592.5,3.4,-104.8,-0.0,"[0,92939,0,0,2998,1139,286085,0]",pos828-0-visibility-45
9,2503.2,47.1,585.7,-0.8,-19.4,0.0,"[0,0,0,5285,15158,0,362718,0]",pos828-1-visibility-45
10,2508.1,72.1,591.0,-3.2,-91.9,-0.0,"[0,127131,0,0,2053,1026,252951,0]",pos828-0-visibility-70
11,2501.6,72.1,593.5,-1.2,-93.2,0.0,"[0,108675,0,0,2180,1013,271293,0]",pos828-1-visibility-70
12,2506.8,122.1,587.5,-3.4,-15.3,0.0,"[0,0,0,0,0,0,383161,0]",pos828-0-visibility-120
13,2502.2,122.1,584.9,1.1,-59.2,-0.0,"[0,0,0,0,0,0,383161,0]",pos828-1-visibility-120
14,2503.8,172.1,587.9,-1.7,-43.8,-0.0,"[0,0,0,0,0,0,383161,0]",pos828-0-visibility-170
15,2507.9,172.1,593.2,1.2,155.5,0.0,"[115558,533,3363,686,2586,14584,245834,17]",pos828-1-visibility-170
16,2507.5,222.1,588.7,-2.1,175.9,-0.0,"[46420,63208,2253,797,7588,16717,246173,5]",pos828-0-visibility-220
17,2506.3,222.1,587.9,-3.2,-40.2,0.0,"[0,0,0,0,0,0,383161,0]",pos828-1-visibility-220
18,2505.7,272.1,587.3,1.6,-146.7,0.0,"[5875,5456,231,313,4921,2332,364030,3]",pos828-0-visibility-270
19,2505.4,272.1,594.0,-2.9,22.9,0.0,"[0,0,0,0,0,0,383161,0]",pos828-1-visibility-270
0,2394.8,10.0,551.3,-3.8,-35.2,-0.0,"[0,0,3831,8484,202388,0,168458,0]",pos623-0-visibility-5
1,2398.2,10.0,560.9,3.4,34.1,0.0,"[110143,0,39552,32327,54333,0,145847,959]",pos623-1-visibility-5
2,2395.9,12.4,552.6,2.4,-82.2,-0.0,"[383161,0,0,0,0,0,0,0]",pos623-0-visibility-10
3,2398.5,12.4,556.1,2.7,123.5,0.0,"[142480,0,9808,1862,1652,202716,24235,408]",pos623-1-visibility-10
4,2392.6,17.4,551.8,-4.4,81.2,0.0,"[184789,0,79378,33508,57506,17546,9541,893]",pos623-0-visibility-15
5,2398.9,17.4,554.7,-2.4,-45.6,0.0,"[166661,0,7847,11449,74052,0,123152,0]",pos623-1-visibility-15
6,2394.9,27.4,560.9,-1.9,76.1,0.0,"[218439,0,34013,16504,56822,17682,39432,269]",pos623-0-visibility-25
7,2389.8,27.4,555.8,4.6,44.3,-0.0,"[127358,0,1355,3983,886,1421,248158,0]",pos623-1-visibility-25
8,2394.0,47.4,554.0,1.1,131.0,0.0,"[274954,0,3550,2948,11865,0,89797,47]",pos623-0-visibility-45
9,2398.9,47.4,557.9,0.7,-43.1,0.0,"[5371,0,763,3627,10978,89,362333,0]",pos623-1-visibility-45
10,2398.3,72.4,560.7,-1.7,9.4,0.0,"[0,0,0,0,0,0,383161,0]",pos623-0-visibility-70
11,2391.6,72.4,553.1,2.9,-165.6,-0.0,"[31497,97800,25,97,4158,5023,244558,3]",pos623-1-visibility-70
12,2392.0,122.4,553.0,-3.9,-166.9,0.0,"[22262,154659,518,167,5497,6843,193213,2]",pos623-0-visibility-120
13,2396.1,122.4,554.5,3.6,140.2,-0.0,"[140045,0,3996,473,649,5542,232428,28]",pos623-1-visibility-120
14,2390.1,172.4,555.8,-4.0,68.5,0.0,"[86916,1613,4138,3236,5381,6137,275713,27]",pos623-0-visibility-170
15,2391.9,172.4,556.5,3.8,-172.6,0.0,"[26481,47892,1069,297,5098,10437,291876,11]",pos623-1-visibility-170
16,2394.1,222.4,556.8,-0.0,-79.2,0.0,"[0,0,0,0,0,0,383161,0]",pos623-0-visibility-220
17,2394.9,222.4,560.9,0.5,93.5,0.0,"[126104,7380,54,328,681,12690,235924,0]",pos623-1-visibility-220
18,2392.5,272.4,553.5,1.9,-81.0,0.0,"[0,0,0,0,0,0,383161,0]",pos623-0-visibility-270
19,2397.4,272.4,556.7,-0.1,34.2,0.0,"[0,0,0,0,0,0,383161,0]",pos623-1-visibility-270
0,1534.5,28.5,1203.7,1.2,-167.4,0.0,"[52594,0,0,0,0,330567,0,0]",pos1702-0-visibility-5
1,1541.9,28.5,1205.4,-1.6,130.5,0.0,"[383161,0,0,0,0,0,0,0]",pos1702-1-visibility-5
2,1536.2,33.5,1210.6,-3.7,114.1,-0.0,"[221723,0,71374,36812,34595,16616,0,2041]",pos1702-0-visibility-10
3,1540.2,33.5,1208.2,2.7,160.6,0.0,"[383161,0,0,0,0,0,0,0]",pos1702-1-visibility-10
4,1534.9,38.5,1205.8,-4.5,-178.6,-0.0,"[383161,0,0,0,0,0,0,0]",pos1702-0-visibility-15
5,1535.1,38.5,1208.6,2.7,-144.5,-0.0,"[380553,0,0,0,0,0,2608,0]",pos1702-1-visibility-15
6,1535.0,48.5,1205.1,-4.2,128.2,-0.0,"[383161,0,0,0,0,0,0,0]",pos1702-0-visibility-25
7,1536.2,48.5,1210.2,3.1,113.0,-0.0,"[342347,0,5098,6648,125,15016,13250,677]",pos1702-1-visibility-25
8,1543.5,68.5,1206.6,-3.1,134.7,0.0,"[383161,0,0,0,0,0,0,0]",pos1702-0-visibility-45
9,1542.2,68.5,1205.9,2.8,82.5,0.0,"[383159,0,0,0,0,0,2,0]",pos1702-1-visibility-45
10,1537.9,93.5,1209.6,0.5,120.4,-0.0,"[383161,0,0,0,0,0,0,0]",pos1702-0-visibility-70
11,1537.3,93.5,1208.4,-2.7,83.3,-0.0,"[383161,0,0,0,0,0,0,0]",pos1702-1-visibility-70
12,1538.9,143.5,1206.2,-4.8,112.7,0.0,"[209774,0,0,64,381,535,172407,0]",pos1702-0-visibility-120
13,1535.2,143.5,1203.3,-4.0,-124.4,0.0,"[175458,3208,1385,272,1492,14066,187277,3]",pos1702-1-visibility-120
14,1537.3,193.5,1204.3,1.3,123.1,0.0,"[102174,40,0,0,12,595,280340,0]",pos1702-0-visibility-170
15,1536.0,193.5,1202.9,3.1,24.9,0.0,"[98132,1671,0,35,62,586,282675,0]",pos1702-1-visibility-170
16,1538.1,243.5,1210.2,3.4,132.2,-0.0,"[36576,0,0,0,0,0,346585,0]",pos1702-0-visibility-220
17,1534.1,243.5,1206.4,2.0,119.9,0.0,"[63322,287,1,285,2221,2747,314298,0]",pos1702-1-visibility-220
18,1535.4,293.5,1208.8,-0.7,24.7,0.0,"[38423,20017,0,359,750,6588,317024,0]",pos1702-0-visibility-270
19,1537.8,293.5,1207.3,-1.7,-97.8,-0.0,"[35527,46951,427,299,4766,2957,292228,6]",pos1702-1-visibility-270
0,194.9,29.4,1603.7,0.5,-41.6,0.0,"[3296,0,0,4322,193037,29621,152884,1]",pos1486-0-visibility-5
1,187.0,29.4,1601.3,2.6,-97.3,-0.0,"[50218,0,2109,18266,114720,57917,139931,0]",pos1486-1-visibility-5
2,190.2,34.4,1604.3,2.8,-103.4,0.0,"[55331,0,3431,9635,78886,82113,153765,0]",pos1486-0-visibility-10
3,189.2,34.4,1599.5,-2.7,-106.5,0.0,"[52038,0,3519,17000,132131,77532,100941,0]",pos1486-1-visibility-10
4,187.3,39.4,1606.3,3.3,-82.3,0.0,"[56002,0,3373,12199,92474,53201,165912,0]",pos1486-0-visibility-15
5,188.7,39.4,1606.3,-0.2,-137.8,0.0,"[72306,0,3086,860,12242,15725,278942,0]",pos1486-1-visibility-15
6,192.2,49.4,1607.1,-1.0,-110.2,-0.0,"[47953,0,11599,3168,70937,79598,169906,0]",pos1486-0-visibility-25
7,192.2,49.4,1608.6,-1.5,-76.1,0.0,"[59113,0,8734,9755,114991,63136,127432,0]",pos1486-1-visibility-25
8,195.7,69.4,1608.3,-4.8,-49.6,0.0,"[41833,52,12740,16353,132353,55713,124116,1]",pos1486-0-visibility-45
9,192.3,69.4,1600.6,-0.7,27.2,-0.0,"[1348,1961,396,12413,105915,13454,247674,0]",pos1486-1-visibility-45
10,191.1,94.4,1600.0,3.1,140.0,0.0,"[0,0,0,0,0,0,383161,0]",pos1486-0-visibility-70
11,195.7,94.4,1599.1,-0.7,53.1,-0.0,"[1703,0,0,1815,10897,0,368746,0]",pos1486-1-visibility-70
12,187.7,144.4,1607.4,-3.7,-56.2,0.0,"[104105,1136,5499,3631,21352,85048,162383,7]",pos1486-0-visibility-120
13,188.5,144.4,1607.8,0.6,-95.9,0.0,"[149191,0,77,136,100,12759,220894,4]",pos1486-1-visibility-120
14,194.0,194.4,1605.6,-0.1,-61.3,-0.0,"[155389,56,220,301,143,9414,217633,5]",pos1486-0-visibility-170
15,195.3,194.4,1607.7,3.2,122.0,0.0,"[0,0,0,0,0,0,383161,0]",pos1486-1-visibility-170
16,189.7,244.4,1605.6,1.4,-122.9,0.0,"[7913,0,0,0,0,0,375248,0]",pos1486-0-visibility-220
17,196.2,244.4,1605.2,0.9,-3.6,0.0,"[26133,8690,726,980,7690,58631,280309,2]",pos1486-1-visibility-220
18,194.0,294.4,1601.4,3.0,-71.9,0.0,"[98971,203,4,4,5,535,283439,0]",pos1486-0-visibility-270
19,191.4,294.4,1600.2,1.0,152.1,0.0,"[0,0,0,0,0,0,383161,0]",pos1486-1-visibility-270
0,473.3,34.0,373.1,1.1,-161.3,-0.0,"[8342,0,0,560,183744,27225,163286,4]",pos1064-0-visibility-5
1,473.0,34.0,375.5,3.8,-97.0,0.0,"[20333,0,0,689,153125,15583,193431,0]",pos1064-1-visibility-5
2,472.3,39.0,372.5,-3.4,-67.6,-0.0,"[854,221722,0,1031,1992,14583,142979,0]",pos1064-0-visibility-10
3,470.7,39.0,375.2,4.4,60.2,0.0,"[35434,96601,287,4069,22632,163062,61076,0]",pos1064-1-visibility-10
4,478.5,44.0,375.3,-0.0,12.8,0.0,"[24796,138728,612,8028,14490,82817,113690,0]",pos1064-0-visibility-15
5,472.3,44.0,369.2,0.5,-178.7,0.0,"[4390,166427,0,1029,4833,35495,170987,0]",pos1064-1-visibility-15
6,471.3,54.0,371.6,3.9,113.0,-0.0,"[56630,0,0,3348,5813,150088,167282,0]",pos1064-0-visibility-25
7,470.7,54.0,369.3,0.9,153.5,0.0,"[0,100234,0,7166,13677,66014,196066,4]",pos1064-1-visibility-25
8,478.7,74.0,378.0,4.4,-25.6,0.0,"[0,6847,0,6872,11696,62535,295211,0]",pos1064-0-visibility-45
9,473.1,74.0,375.6,1.1,98.1,-0.0,"[113784,0,1329,1096,7193,98533,161226,0]",pos1064-1-visibility-45
10,473.7,99.0,378.8,4.0,-58.6,0.0,"[0,37738,0,1446,4056,27260,312661,0]",pos1064-0-visibility-70
11,476.8,99.0,376.1,-0.7,123.2,-0.0,"[56140,0,368,1066,19532,97895,208158,2]",pos1064-1-visibility-70
12,470.5,149.0,378.3,3.0,70.8,0.0,"[41710,0,637,358,134,5314,334991,17]",pos1064-0-visibility-120
13,475.0,149.0,377.4,-1.2,-141.0,-0.0,"[73611,79863,214,2676,3915,29798,193082,2]",pos1064-1-visibility-120
14,476.6,199.0,374.9,-0.2,-82.0,-0.0,"[34370,34477,78,1644,2386,15405,294800,1]",pos1064-0-visibility-170
15,478.1,199.0,373.0,2.8,36.2,-0.0,"[5359,0,0,0,0,0,377802,0]",pos1064-1-visibility-170
16,474.6,249.0,376.9,0.6,164.2,0.0,"[1115,2230,655,2548,18971,44776,312866,0]",pos1064-0-visibility-220
17,469.1,249.0,378.7,-1.2,-100.2,0.0,"[99733,3433,1651,2197,3842,28204,244071,30]",pos1064-1-visibility-220
18,470.5,299.0,371.3,-2.7,-76.4,0.0,"[28297,201,347,434,1075,9757,343037,13]",pos1064-0-visibility-270
19,473.5,299.0,374.6,0.9,158.0,0.0,"[734,797,695,2564,16479,10318,351574,0]",pos1064-1-visibility-270
0,522.1,39.0,1067.9,1.4,8.8,0.0,"[0,0,0,7710,84454,290997,0,0]",pos1297-0-visibility-5
1,523.6,39.0,1073.2,4.4,-128.9,0.0,"[2508,0,6208,1380,64115,267980,40970,0]",pos1297-1-visibility-5
2,524.7,44.0,1068.0,-0.2,-1.1,0.0,"[0,0,0,0,0,383161,0,0]",pos1297-0-visibility-10
3,523.9,44.0,1071.8,2.5,-40.3,-0.0,"[0,0,0,0,0,383161,0,0]",pos1297-1-visibility-10
4,520.9,49.0,1075.8,2.7,-114.5,0.0,"[18564,0,0,0,0,218385,146212,0]",pos1297-0-visibility-15
5,517.1,49.0,1073.1,-1.7,69.8,-0.0,"[0,0,0,0,0,374921,8240,0]",pos1297-1-visibility-15
6,523.3,59.0,1070.6,-0.7,134.7,-0.0,"[5,0,0,1951,7604,177468,196133,0]",pos1297-0-visibility-25
7,523.4,59.0,1076.0,-1.1,155.5,0.0,"[0,0,0,83,937,186644,195497,0]",pos1297-1-visibility-25
8,518.9,79.0,1068.7,-4.0,93.3,0.0,"[52,1184,0,3347,108688,77323,192567,0]",pos1297-0-visibility-45
9,519.2,79.0,1074.8,2.8,146.8,0.0,"[602,765,335,1185,7503,101636,271135,0]",pos1297-1-visibility-45
10,520.1,104.0,1069.8,2.6,-54.8,0.0,"[47800,34786,106,2297,3370,70663,224139,0]",pos1297-0-visibility-70
11,522.7,104.0,1075.2,4.0,65.7,0.0,"[7011,0,85,195,2262,83570,290038,0]",pos1297-1-visibility-70
12,522.9,154.0,1071.3,4.3,34.5,0.0,"[48167,0,326,162,2200,38130,294169,7]",pos1297-0-visibility-120
13,520.5,154.0,1076.8,-3.1,-89.3,0.0,"[183276,0,1142,516,717,26992,170498,20]",pos1297-1-visibility-120
14,518.4,204.0,1072.0,4.4,78.3,0.0,"[0,0,0,0,0,0,383161,0]",pos1297-0-visibility-170
15,519.3,204.0,1071.3,4.6,39.2,0.0,"[38115,0,0,0,0,69,344977,0]",pos1297-1-visibility-170
16,517.3,254.0,1075.6,4.7,-30.5,0.0,"[3235,4005,30,339,509,5043,370000,0]",pos1297-0-visibility-220
17,521.8,254.0,1068.6,-0.2,-28.4,0.0,"[931,52292,44,930,2143,9279,317541,1]",pos1297-1-visibility-220
18,515.4,304.0,1071.0,3.8,167.6,0.0,"[0,0,0,0,0,0,383161,0]",pos1297-0-visibility-270
19,523.4,304.0,1069.6,3.0,80.8,-0.0,"[0,0,0,0,0,0,383161,0]",pos1297-1-visibility-270
0,492.1,24.9,1501.3,0.5,161.5,0.0,"[0,0,0,53736,87855,207169,34401,0]",pos1506-0-visibility-5
1,485.1,24.9,1502.0,-2.7,108.9,0.0,"[0,0,0,0,32434,350727,0,0]",pos1506-1-visibility-5
2,484.6,29.9,1505.3,-4.4,-81.6,0.0,"[41638,0,561,3286,176285,153019,8314,58]",pos1506-0-visibility-10
3,488.9,29.9,1503.3,-3.8,-114.3,0.0,"[7585,0,623,21840,147924,190384,14801,4]",pos1506-1-visibility-10
4,491.8,34.9,1508.6,-0.2,-95.6,0.0,"[38668,0,8,12302,25878,228620,77685,0]",pos1506-0-visibility-15
5,489.2,34.9,1502.4,-0.6,-162.5,-0.0,"[78366,0,0,15161,49309,171572,68753,0]",pos1506-1-visibility-15
6,482.6,44.9,1504.2,4.8,-138.6,0.0,"[168890,0,0,0,37,115650,98584,0]",pos1506-0-visibility-25
7,489.6,44.9,1504.7,1.3,-59.7,0.0,"[101616,0,5477,8243,54960,102873,109963,29]",pos1506-1-visibility-25
8,487.9,64.9,1506.3,2.4,167.3,-0.0,"[0,0,0,89,2275,71074,309723,0]",pos1506-0-visibility-45
9,488.5,64.9,1502.4,2.2,45.3,0.0,"[4339,0,2161,3249,26706,113114,233591,1]",pos1506-1-visibility-45
10,489.8,89.9,1507.4,-4.4,-66.3,0.0,"[191608,0,5514,4355,4360,60892,116283,149]",pos1506-0-visibility-70
11,486.1,89.9,1507.2,-1.8,159.5,-0.0,"[0,0,0,407,93,48298,334363,0]",pos1506-1-visibility-70
12,482.5,139.9,1502.4,3.7,-77.6,-0.0,"[146750,0,4,24,0,1037,235346,0]",pos1506-0-visibility-120
13,484.8,139.9,1501.0,-3.5,-128.3,0.0,"[153341,0,1827,412,9,6612,220931,29]",pos1506-1-visibility-120
14,491.9,189.9,1503.1,-2.9,170.1,0.0,"[0,0,0,0,0,0,383161,0]",pos1506-0-visibility-170
15,491.5,189.9,1509.3,-0.9,-136.4,-0.0,"[45094,0,0,0,0,43,338024,0]",pos1506-1-visibility-170
16,484.5,239.9,1504.7,0.1,-76.0,0.0,"[141137,486,5,22,60,941,240508,2]",pos1506-0-visibility-220
17,486.2,239.9,1506.4,-3.3,-125.7,0.0,"[60120,0,457,262,411,2223,319686,2]",pos1506-1-visibility-220
18,487.6,289.9,1507.2,4.5,76.3,0.0,"[0,0,0,0,0,0,383161,0]",pos1506-0-visibility-270
19,491.8,289.9,1510.3,1.3,-163.4,-0.0,"[0,0,0,0,0,0,383161,0]",pos1506-1-visibility-270
0,276.5,37.4,1031.7,0.9,-27.4,0.0,"[5,0,0,40979,62950,239540,39687,0]",pos459-0-visibility-5
1,284.1,37.4,1035.9,4.0,171.3,0.0,"[0,0,0,22113,43991,317057,0,0]",pos459-1-visibility-5
2,275.8,42.4,1037.2,2.1,44.3,0.0,"[3170,0,0,51,5811,306045,68084,0]",pos459-0-visibility-10
3,278.0,42.4,1039.4,-1.5,4.7,0.0,"[0,0,0,0,0,369108,14053,0]",pos459-1-visibility-10
4,279.3,47.4,1038.1,3.8,-72.9,0.0,"[9132,0,0,74,1005,215291,157659,0]",pos459-0-visibility-15
5,275.6,47.4,1030.9,2.4,100.9,-0.0,"[0,0,215,348,3271,183104,196223,0]",pos459-1-visibility-15
6,283.4,57.4,1034.9,-1.1,9.6,-0.0,"[40018,0,14,8,3641,197576,141904,0]",pos459-0-visibility-25
7,275.6,57.4,1035.9,4.3,22.9,0.0,"[36191,0,20,4,1138,145339,200469,0]",pos459-1-visibility-25
8,277.0,77.4,1038.0,1.6,175.5,0.0,"[4177,8146,200,2215,33463,75615,259345,0]",pos459-0-visibility-45
9,275.4,77.4,1034.9,-1.9,154.5,0.0,"[14410,5636,0,1390,26454,102613,232658,0]",pos459-1-visibility-45
10,283.2,102.4,1035.9,2.0,-53.4,0.0,"[15042,23093,225,4780,22552,85365,232104,0]",pos459-0-visibility-70
11,275.3,102.4,1036.6,-4.2,-112.1,-0.0,"[108661,0,60,3861,26669,102686,141224,0]",pos459-1-visibility-70
12,277.4,152.4,1032.8,3.0,-132.3,0.0,"[104012,0,640,325,764,19703,257694,23]",pos459-0-visibility-120
13,275.6,152.4,1035.4,-1.8,164.4,0.0,"[1534,3500,188,10531,62221,1567,303620,0]",pos459-1-visibility-120
14,282.5,202.4,1039.5,2.7,-1.4,0.0,"[50045,7031,381,901,2761,20875,301165,2]",pos459-0-visibility-170
15,281.1,202.4,1033.9,0.7,73.4,0.0,"[0,0,0,0,0,0,383161,0]",pos459-1-visibility-170
16,276.5,252.4,1035.3,-0.6,-156.3,0.0,"[45165,0,0,3,0,3899,334094,0]",pos459-0-visibility-220
17,281.1,252.4,1039.2,2.1,67.3,0.0,"[0,0,0,0,0,0,383161,0]",pos459-1-visibility-220
18,281.0,302.4,1032.2,-4.3,63.8,0.0,"[0,0,0,0,0,0,383161,0]",pos459-0-visibility-270
