,x,y,z,xh,yh,zh,f_xyz,image_name
7,766.5,169.0,767.1,3.0,-16.8,0.0,"[0,0,0,0,0,383161]",pos1330-1-buildingData-140
8,766.5,229.0,767.1,2.6,59.8,0.0,"[41653,0,0,0,2114,339394]",pos1330-0-buildingData-200
9,766.5,229.0,767.1,-2.8,-75.7,0.0,"[110133,0,0,0,28463,244565]",pos1330-1-buildingData-200
0,1259.2,46.0,1330.7,4.7,-74.9,0.0,"[383161,0,0,0,0,0]",pos1879-0-buildingData-20
1,1259.2,46.0,1330.7,-3.5,75.5,0.0,"[156204,0,0,0,3318,223639]",pos1879-1-buildingData-20
2,1259.2,86.0,1330.7,0.4,-132.4,-0.0,"[207218,0,0,0,5050,170893]",pos1879-0-buildingData-60
3,1259.2,86.0,1330.7,-0.5,-116.1,-0.0,"[249047,0,0,0,2324,131790]",pos1879-1-buildingData-60
4,1259.2,126.0,1330.7,-3.7,1.7,0.0,"[231393,0,0,0,3781,147987]",pos1879-0-buildingData-100
5,1259.2,126.0,1330.7,2.5,-118.1,0.0,"[158631,0,0,3,7025,217502]",pos1879-1-buildingData-100
6,1259.2,166.0,1330.7,-0.1,39.8,-0.0,"[110952,0,0,0,3752,268457]",pos1879-0-buildingData-140
7,1259.2,166.0,1330.7,3.0,-93.9,0.0,"[106617,0,0,0,4876,271668]",pos1879-1-buildingData-140
8,1259.2,226.0,1330.7,1.2,-39.4,0.0,"[77866,0,0,0,13070,292225]",pos1879-0-buildingData-200
9,1259.2,226.0,1330.7,-0.4,-80.4,0.0,"[99862,0,0,0,4808,278491]",pos1879-1-buildingData-200
0,2871.8,10.0,1326.0,-4.3,-148.4,-0.0,"[10063,0,0,0,0,373098]",pos1168-0-buildingData-20
1,2871.8,10.0,1326.0,2.2,-165.2,0.0,"[16809,0,0,0,382,365970]",pos1168-1-buildingData-20
2,2871.8,48.7,1326.0,-4.6,-166.4,-0.0,"[33024,0,0,0,4230,345907]",pos1168-0-buildingData-60
3,2871.8,48.7,1326.0,-1.8,51.9,0.0,"[59188,0,0,0,791,323182]",pos1168-1-buildingData-60
4,2871.8,88.7,1326.0,1.9,22.8,0.0,"[12650,0,0,0,0,370511]",pos1168-0-buildingData-100
5,2871.8,88.7,1326.0,-0.9,2.8,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-100
6,2871.8,128.7,1326.0,-2.1,-133.7,0.0,"[0,0,0,0,0,383161]",pos1168-0-buildingData-140
7,2871.8,128.7,1326.0,2.4,134.8,0.0,"[24243,0,0,0,7244,351674]",pos1168-1-buildingData-140
8,2871.8,188.7,1326.0,5.0,75.9,0.0,"[99521,0,0,0,10447,273193]",pos1168-0-buildingData-200
9,2871.8,188.7,1326.0,-0.5,-63.2,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-200
0,2473.8,22.3,564.7,-1.9,46.5,0.0,"[377630,0,0,0,0,5531]",pos683-0-buildingData-20
1,2473.8,22.3,564.7,-1.0,-0.9,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-20
2,2473.8,62.3,564.7,2.8,-145.7,0.0,"[2177,0,0,0,359,380625]",pos683-0-buildingData-60
3,2473.8,62.3,564.7,-0.5,-26.5,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-60
4,2473.8,102.3,564.7,-0.7,139.1,0.0,"[143820,0,0,0,6861,232480]",pos683-0-buildingData-100
5,2473.8,102.3,564.7,-3.7,13.8,-0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-100
6,2473.8,142.3,564.7,2.5,33.6,-0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-140
7,2473.8,142.3,564.7,-0.3,135.6,0.0,"[150176,0,0,0,19910,213075]",pos683-1-buildingData-140
8,2473.8,202.3,564.7,4.3,-20.1,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-200
9,2473.8,202.3,564.7,2.1,89.8,-0.0,"[101033,0,0,0,18217,263911]",pos683-1-buildingData-200
0,659.2,53.0,131.0,2.1,34.7,-0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-20
1,659.2,53.0,131.0,1.4,-148.8,-0.0,"[14833,0,0,0,1388,366940]",pos66-1-buildingData-20
2,659.2,93.0,131.0,-1.9,138.2,0.0,"[19886,0,0,0,0,363275]",pos66-0-buildingData-60
3,659.2,93.0,131.0,-4.0,-87.8,0.0,"[4668,0,0,0,2824,375669]",pos66-1-buildingData-60
4,659.2,133.0,131.0,-4.1,163.3,0.0,"[5245,0,0,0,416,377500]",pos66-0-buildingData-100
5,659.2,133.0,131.0,-3.5,-135.9,0.0,"[63655,0,0,0,11978,307528]",pos66-1-buildingData-100
6,659.2,173.0,131.0,1.1,57.8,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-140
7,659.2,173.0,131.0,-4.2,-169.7,0.0,"[50360,0,0,0,3656,329145]",pos66-1-buildingData-140
8,659.2,233.0,131.0,-3.8,-48.4,0.0,"[0,0,0,0,0,383161]",pos66-0-buildingData-200
9,659.2,233.0,131.0,-2.7,-81.9,0.0,"[726,0,0,0,359,382076]",pos66-1-buildingData-200
0,209.2,56.1,36.6,1.0,143.7,0.0,"[224706,0,0,0,0,158455]",pos980-0-buildingData-20
1,209.2,56.1,36.6,4.1,-145.6,0.0,"[226591,0,0,0,12927,143643]",pos980-1-buildingData-20
2,209.2,96.1,36.6,3.7,79.9,-0.0,"[1389,0,0,0,0,381772]",pos980-0-buildingData-60
3,209.2,96.1,36.6,2.6,1.2,-0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-60
4,209.2,136.1,36.6,-4.7,152.0,0.0,"[115463,0,0,0,5696,262002]",pos980-0-buildingData-100
5,209.2,136.1,36.6,4.6,39.0,0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-100
6,209.2,176.1,36.6,2.2,-91.0,0.0,"[9030,0,0,0,2255,371876]",pos980-0-buildingData-140
7,209.2,176.1,36.6,-0.4,59.4,-0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-140
8,209.2,236.1,36.6,-1.8,21.3,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-200
9,209.2,236.1,36.6,3.3,-48.1,-0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-200
0,2371.2,10.0,1920.8,-2.3,-112.0,-0.0,"[19389,0,0,0,0,363772]",pos1662-0-buildingData-20
1,2371.2,10.0,1920.8,0.1,162.7,-0.0,"[3582,0,0,0,0,379579]",pos1662-1-buildingData-20
2,2371.2,49.4,1920.8,3.1,71.6,0.0,"[175115,0,0,0,17091,190955]",pos1662-0-buildingData-60
3,2371.2,49.4,1920.8,1.1,89.1,0.0,"[294567,0,0,0,0,88594]",pos1662-1-buildingData-60
4,2371.2,89.4,1920.8,3.0,4.7,0.0,"[90196,0,0,0,2189,290776]",pos1662-0-buildingData-100
5,2371.2,89.4,1920.8,0.8,69.9,-0.0,"[145187,0,0,0,39971,198003]",pos1662-1-buildingData-100
6,2371.2,129.4,1920.8,2.4,87.7,0.0,"[128893,0,0,0,18504,235764]",pos1662-0-buildingData-140
7,2371.2,129.4,1920.8,-0.8,87.6,0.0,"[158698,0,0,0,23064,201399]",pos1662-1-buildingData-140
8,2371.2,189.4,1920.8,-0.1,-139.2,0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-200
9,2371.2,189.4,1920.8,1.8,173.1,0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-200
0,683.7,51.1,1019.2,-0.2,8.3,0.0,"[7934,0,0,0,0,375227]",pos1266-0-buildingData-20
1,683.7,51.1,1019.2,3.1,164.4,0.0,"[175386,0,0,0,948,206827]",pos1266-1-buildingData-20
2,683.7,91.1,1019.2,-4.3,-107.7,0.0,"[184088,0,0,1,5948,193124]",pos1266-0-buildingData-60
3,683.7,91.1,1019.2,-1.9,-61.0,0.0,"[63115,0,0,0,34420,285626]",pos1266-1-buildingData-60
4,683.7,131.1,1019.2,2.9,87.4,0.0,"[135,0,0,0,0,383026]",pos1266-0-buildingData-100
5,683.7,131.1,1019.2,1.7,80.5,-0.0,"[4099,0,0,0,0,379062]",pos1266-1-buildingData-100
6,683.7,171.1,1019.2,4.9,150.1,0.0,"[867,0,0,0,0,382294]",pos1266-0-buildingData-140
7,683.7,171.1,1019.2,-2.1,131.4,0.0,"[1020,0,0,0,0,382141]",pos1266-1-buildingData-140
8,683.7,231.1,1019.2,-4.2,-140.0,0.0,"[135065,0,0,0,13225,234871]",pos1266-0-buildingData-200
9,683.7,231.1,1019.2,-0.2,56.7,0.0,"[32537,0,0,0,656,349968]",pos1266-1-buildingData-200
0,598.9,53.0,756.4,-2.3,-25.3,0.0,"[0,0,0,0,0,383161]",pos1200-0-buildingData-20
1,598.9,53.0,756.4,1.0,-168.0,0.0,"[35493,0,0,0,609,347059]",pos1200-1-buildingData-20
2,598.9,93.0,756.4,-3.3,111.2,0.0,"[0,0,0,0,0,383161]",pos1200-0-buildingData-60
3,598.9,93.0,756.4,1.7,-164.5,0.0,"[91439,0,0,0,2330,289392]",pos1200-1-buildingData-60
4,598.9,133.0,756.4,-1.0,23.0,0.0,"[47398,0,0,0,1165,334598]",pos1200-0-buildingData-100
5,598.9,133.0,756.4,4.2,-58.7,-0.0,"[26159,0,0,0,5944,351058]",pos1200-1-buildingData-100
6,598.9,173.0,756.4,-1.8,-59.1,0.0,"[33290,0,0,0,7311,342560]",pos1200-0-buildingData-140
7,598.9,173.0,756.4,2.6,138.0,-0.0,"[1500,0,0,0,0,381661]",pos1200-1-buildingData-140
8,598.9,233.0,756.4,-2.4,77.5,0.0,"[37200,0,0,0,1292,344669]",pos1200-0-buildingData-200
9,598.9,233.0,756.4,-0.8,-29.7,0.0,"[0,0,0,0,0,383161]",pos1200-1-buildingData-200
0,2646.0,10.0,1561.1,0.4,-32.3,0.0,"[0,0,0,0,0,383161]",pos1119-0-buildingData-20
1,2646.0,10.0,1561.1,-2.2,-43.7,0.0,"[0,0,0,0,0,383161]",pos1119-1-buildingData-20
2,2646.0,48.7,1561.1,2.6,40.4,0.0,"[92283,0,0,0,467,290411]",pos1119-0-buildingData-60
3,2646.0,48.7,1561.1,1.3,42.2,-0.0,"[95436,0,0,0,514,287211]",pos1119-1-buildingData-60
4,2646.0,88.7,1561.1,3.9,-79.0,0.0,"[1197,0,0,0,0,381964]",pos1119-0-buildingData-100
5,2646.0,88.7,1561.1,4.1,-13.4,0.0,"[0,0,0,0,0,383161]",pos1119-1-buildingData-100
6,2646.0,128.7,1561.1,-2.6,111.9,-0.0,"[101601,0,0,0,26535,255025]",pos1119-0-buildingData-140
7,2646.0,128.7,1561.1,3.1,137.8,-0.0,"[33760,0,0,0,3551,345850]",pos1119-1-buildingData-140
8,2646.0,188.7,1561.1,3.7,39.7,0.0,"[96703,0,0,0,3092,283366]",pos1119-0-buildingData-200
9,2646.0,188.7,1561.1,-2.4,88.2,0.0,"[154620,0,0,0,22231,206310]",pos1119-1-buildingData-200
0,2737.1,10.0,1798.4,-3.1,-119.6,0.0,"[10305,0,0,0,947,371909]",pos1986-0-buildingData-20
1,2737.1,10.0,1798.4,-3.3,114.7,-0.0,"[32546,0,0,0,0,350615]",pos1986-1-buildingData-20
2,2737.1,49.4,1798.4,-1.7,-156.8,0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-60
3,2737.1,49.4,1798.4,1.4,115.5,0.0,"[34842,0,0,0,0,348319]",pos1986-1-buildingData-60
4,2737.1,89.4,1798.4,0.7,-163.2,0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-100
5,2737.1,89.4,1798.4,1.9,-145.0,0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-100
6,2737.1,129.4,1798.4,-3.0,-139.5,-0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-140
7,2737.1,129.4,1798.4,2.9,-152.1,0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-140
8,2737.1,189.4,1798.4,1.2,29.6,0.0,"[82655,0,0,0,1459,299047]",pos1986-0-buildingData-200
9,2737.1,189.4,1798.4,2.8,8.7,-0.0,"[13348,0,0,0,35,369778]",pos1986-1-buildingData-200
0,375.2,50.0,1438.8,-3.8,-11.5,-0.0,"[3868,0,0,0,0,379293]",pos1362-0-buildingData-20
1,375.2,50.0,1438.8,-2.8,33.5,0.0,"[17874,0,0,0,0,365287]",pos1362-1-buildingData-20
2,375.2,90.0,1438.8,2.7,-146.9,0.0,"[72493,0,0,0,13493,297175]",pos1362-0-buildingData-60
3,375.2,90.0,1438.8,-4.7,-10.5,0.0,"[7679,0,0,0,0,375482]",pos1362-1-buildingData-60
4,375.2,130.0,1438.8,-3.9,-167.5,0.0,"[15599,0,0,0,0,367562]",pos1362-0-buildingData-100
5,375.2,130.0,1438.8,-0.5,26.1,0.0,"[20332,0,0,0,112,362717]",pos1362-1-buildingData-100
6,375.2,170.0,1438.8,3.6,145.1,0.0,"[0,0,0,0,0,383161]",pos1362-0-buildingData-140
7,375.2,170.0,1438.8,4.2,-57.2,0.0,"[94191,0,0,0,12003,276967]",pos1362-1-buildingData-140
8,375.2,230.0,1438.8,-1.7,-1.2,0.0,"[23928,0,0,0,55,359178]",pos1362-0-buildingData-200
9,375.2,230.0,1438.8,-2.8,-52.7,-0.0,"[107652,0,0,0,13521,261988]",pos1362-1-buildingData-200
0,2399.8,22.1,1358.5,-2.3,156.4,0.0,"[250834,0,0,0,93,132234]",pos755-0-buildingData-20
1,2399.8,22.1,1358.5,-4.8,-136.4,0.0,"[2467,0,0,0,1396,379298]",pos755-1-buildingData-20
2,2399.8,62.1,1358.5,-1.7,-104.9,-0.0,"[6026,0,0,0,0,377135]",pos755-0-buildingData-60
3,2399.8,62.1,1358.5,-2.1,121.1,0.0,"[232472,0,0,0,16203,134486]",pos755-1-buildingData-60
4,2399.8,102.1,1358.5,-2.4,-27.6,0.0,"[0,0,0,0,0,383161]",pos755-0-buildingData-100
5,2399.8,102.1,1358.5,-3.4,-136.4,-0.0,"[5618,0,0,0,2551,374992]",pos755-1-buildingData-100
6,2399.8,142.1,1358.5,-5.0,-119.9,0.0,"[12034,0,0,0,2986,368141]",pos755-0-buildingData-140
7,2399.8,142.1,1358.5,1.3,-122.5,0.0,"[12756,0,0,0,3309,367096]",pos755-1-buildingData-140
8,2399.8,202.1,1358.5,2.5,-35.8,0.0,"[0,0,0,0,0,383161]",pos755-0-buildingData-200
9,2399.8,202.1,1358.5,3.5,-50.5,-0.0,"[0,0,0,0,0,383161]",pos755-1-buildingData-200
0,999.3,49.0,625.3,3.0,-51.1,0.0,"[11845,0,0,0,1178,370138]",pos104-0-buildingData-20
1,999.3,49.0,625.3,-4.0,-35.3,0.0,"[3846,0,0,0,1302,378013]",pos104-1-buildingData-20
2,999.3,89.0,625.3,2.5,-31.3,0.0,"[9685,0,0,0,5324,368152]",pos104-0-buildingData-60
3,999.3,89.0,625.3,4.5,-139.4,0.0,"[158167,0,0,0,71687,153307]",pos104-1-buildingData-60
4,999.3,129.0,625.3,-0.0,113.4,0.0,"[1522,0,0,0,0,381639]",pos104-0-buildingData-100
5,999.3,129.0,625.3,2.3,-64.7,0.0,"[92721,0,0,0,29629,260811]",pos104-1-buildingData-100
6,999.3,169.0,625.3,0.3,118.4,0.0,"[920,0,0,0,2,382239]",pos104-0-buildingData-140
7,999.3,169.0,625.3,2.4,-133.2,0.0,"[133017,0,0,0,5597,244547]",pos104-1-buildingData-140
8,999.3,229.0,625.3,-1.3,108.0,-0.0,"[6124,0,0,0,3,377034]",pos104-0-buildingData-200
9,999.3,229.0,625.3,2.7,47.7,0.0,"[22242,0,0,0,82,360837]",pos104-1-buildingData-200
0,211.1,58.5,731.6,0.9,44.1,0.0,"[90573,0,0,0,209,292379]",pos534-0-buildingData-20
1,211.1,58.5,731.6,3.2,-151.9,-0.0,"[21912,0,0,0,937,360312]",pos534-1-buildingData-20
2,211.1,98.5,731.6,3.9,42.9,-0.0,"[77236,0,0,0,4698,301227]",pos534-0-buildingData-60
3,211.1,98.5,731.6,4.8,-62.8,0.0,"[6949,0,0,0,2603,373609]",pos534-1-buildingData-60
4,211.1,138.5,731.6,-3.5,64.2,0.0,"[27059,0,0,0,603,355499]",pos534-0-buildingData-100
5,211.1,138.5,731.6,2.0,-40.1,0.0,"[0,0,0,0,0,383161]",pos534-1-buildingData-100
6,211.1,178.5,731.6,-4.7,-95.1,0.0,"[59835,0,0,0,17190,306136]",pos534-0-buildingData-140
7,211.1,178.5,731.6,2.2,-36.2,0.0,"[0,0,0,0,0,383161]",pos534-1-buildingData-140
8,211.1,238.5,731.6,0.6,-33.0,-0.0,"[1357,0,0,0,0,381804]",pos534-0-buildingData-200
9,211.1,238.5,731.6,0.6,66.7,-0.0,"[0,0,0,0,0,383161]",pos534-1-buildingData-200
0,1930.6,26.6,886.8,1.9,-114.6,-0.0,"[260381,0,0,0,1741,121039]",pos290-0-buildingData-20
1,1930.6,26.6,886.8,-4.0,-83.7,-0.0,"[246080,0,0,0,45670,91411]",pos290-1-buildingData-20
2,1930.6,66.6,886.8,-2.8,70.1,0.0,"[345976,0,0,0,6538,30647]",pos290-0-buildingData-60
3,1930.6,66.6,886.8,3.0,-128.5,-0.0,"[320492,0,0,0,0,62669]",pos290-1-buildingData-60
4,1930.6,106.6,886.8,2.5,92.1,0.0,"[251585,0,0,0,73,131503]",pos290-0-buildingData-100
5,1930.6,106.6,886.8,0.9,-44.1,-0.0,"[115387,0,0,1,0,267773]",pos290-1-buildingData-100
6,1930.6,146.6,886.8,-4.5,32.7,0.0,"[77798,0,0,2,96077,209284]",pos290-0-buildingData-140
7,1930.6,146.6,886.8,1.9,-147.0,-0.0,"[380865,0,0,0,0,2296]",pos290-1-buildingData-140
8,1930.6,206.6,886.8,-3.3,-94.6,-0.0,"[0,0,0,0,0,383161]",pos290-0-buildingData-200
9,1930.6,206.6,886.8,2.1,11.7,0.0,"[12340,0,0,0,6181,364640]",pos290-1-buildingData-200
0,103.8,52.5,865.8,4.6,-1.8,-0.0,"[10365,0,0,0,0,372796]",pos545-0-buildingData-20
1,103.8,52.5,865.8,-1.1,-47.1,0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-20
2,103.8,92.5,865.8,1.3,79.2,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-60
3,103.8,92.5,865.8,-1.7,-77.8,0.0,"[22463,0,0,0,7410,353288]",pos545-1-buildingData-60
4,103.8,132.5,865.8,-1.7,57.2,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-100
5,103.8,132.5,865.8,1.8,162.7,-0.0,"[288,0,0,0,0,382873]",pos545-1-buildingData-100
6,103.8,172.5,865.8,-3.3,6.2,-0.0,"[91195,0,0,0,6494,285472]",pos545-0-buildingData-140
7,103.8,172.5,865.8,3.9,60.9,0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-140
8,103.8,232.5,865.8,4.5,123.8,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-200
9,103.8,232.5,865.8,-1.7,10.8,-0.0,"[34406,0,0,0,927,347828]",pos545-1-buildingData-200
0,2656.5,10.0,1835.7,1.1,-93.7,-0.0,"[6475,0,0,0,6792,369894]",pos1967-0-buildingData-20
1,2656.5,10.0,1835.7,0.1,154.0,-0.0,"[62829,0,0,0,8144,312188]",pos1967-1-buildingData-20
2,2656.5,49.3,1835.7,3.3,104.2,-0.0,"[54859,0,0,0,9017,319285]",pos1967-0-buildingData-60
3,2656.5,49.3,1835.7,-4.4,-38.6,-0.0,"[9434,0,0,0,0,373727]",pos1967-1-buildingData-60
4,2656.5,89.3,1835.7,0.7,12.9,-0.0,"[30178,0,0,0,3,352980]",pos1967-0-buildingData-100
5,2656.5,89.3,1835.7,-3.2,29.2,0.0,"[83131,0,0,0,4336,295694]",pos1967-1-buildingData-100
6,2656.5,129.3,1835.7,3.7,-38.5,-0.0,"[0,0,0,0,0,383161]",pos1967-0-buildingData-140
7,2656.5,129.3,1835.7,-1.8,55.9,-0.0,"[130448,0,0,0,14087,238626]",pos1967-1-buildingData-140
8,2656.5,189.3,1835.7,3.5,85.9,0.0,"[93838,0,0,0,16924,272399]",pos1967-0-buildingData-200
9,2656.5,189.3,1835.7,-0.1,-52.1,0.0,"[0,0,0,0,0,383161]",pos1967-1-buildingData-200
0,78.0,48.7,895.9,-4.6,121.1,0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-20
1,78.0,48.7,895.9,3.6,-126.1,0.0,"[20620,0,0,0,218,362323]",pos434-1-buildingData-20
2,78.0,88.7,895.9,4.6,75.4,0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-60
3,78.0,88.7,895.9,-1.9,178.6,0.0,"[461,0,0,0,0,382700]",pos434-1-buildingData-60
4,78.0,128.7,895.9,-2.6,65.7,0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-100
5,78.0,128.7,895.9,-2.5,-97.3,0.0,"[58176,0,0,0,8782,316203]",pos434-1-buildingData-100
6,78.0,168.7,895.9,0.8,-82.5,0.0,"[45154,0,0,0,12043,325964]",pos434-0-buildingData-140
7,78.0,168.7,895.9,-3.1,68.2,0.0,"[0,0,0,0,0,383161]",pos434-1-buildingData-140
