,x,y,z,xh,yh,zh,f_xyz,image_name
9,2871.8,188.7,1326.0,4.5,-165.1,0.0,"[0,0,0,0,0,383161]",pos1168-1-buildingData-200
0,2473.8,22.3,564.7,-1.4,107.5,-0.0,"[324272,0,0,0,0,58889]",pos683-0-buildingData-20
1,2473.8,22.3,564.7,0.5,-169.9,-0.0,"[9197,0,0,0,0,373964]",pos683-1-buildingData-20
2,2473.8,62.3,564.7,-4.5,-12.4,0.0,"[0,0,0,0,0,383161]",pos683-0-buildingData-60
3,2473.8,62.3,564.7,-1.7,131.3,0.0,"[202692,0,0,0,552,179917]",pos683-1-buildingData-60
4,2473.8,102.3,564.7,-2.1,49.9,-0.0,"[22734,0,0,0,0,360427]",pos683-0-buildingData-100
5,2473.8,102.3,564.7,-1.1,-28.7,0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-100
6,2473.8,142.3,564.7,-1.9,140.8,0.0,"[166650,0,0,0,0,216511]",pos683-0-buildingData-140
7,2473.8,142.3,564.7,1.1,136.1,-0.0,"[158147,0,0,0,981,224033]",pos683-1-buildingData-140
8,2473.8,202.3,564.7,-1.7,119.6,0.0,"[170347,0,0,0,1079,211735]",pos683-0-buildingData-200
9,2473.8,202.3,564.7,-3.8,-0.2,-0.0,"[0,0,0,0,0,383161]",pos683-1-buildingData-200
0,659.2,53.0,131.0,-2.5,62.9,-0.0,"[675,0,0,0,0,382486]",pos66-0-buildingData-20
1,659.2,53.0,131.0,4.4,-162.6,-0.0,"[10132,0,0,0,0,373029]",pos66-1-buildingData-20
2,659.2,93.0,131.0,-2.1,-91.3,0.0,"[13146,0,0,0,0,370015]",pos66-0-buildingData-60
3,659.2,93.0,131.0,3.1,-79.2,-0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-60
4,659.2,133.0,131.0,-3.0,116.2,-0.0,"[100885,0,0,0,0,282276]",pos66-0-buildingData-100
5,659.2,133.0,131.0,-5.0,-44.4,-0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-100
6,659.2,173.0,131.0,-4.8,-156.8,0.0,"[71898,0,0,0,416,310847]",pos66-0-buildingData-140
7,659.2,173.0,131.0,2.4,41.1,0.0,"[0,0,0,0,0,383161]",pos66-1-buildingData-140
8,659.2,233.0,131.0,2.6,129.7,-0.0,"[20294,0,0,0,0,362867]",pos66-0-buildingData-200
9,659.2,233.0,131.0,-0.6,97.5,0.0,"[39805,0,0,0,0,343356]",pos66-1-buildingData-200
0,209.2,56.1,36.6,-1.2,-83.1,0.0,"[189,0,0,0,0,382972]",pos980-0-buildingData-20
1,209.2,56.1,36.6,-2.1,-170.9,0.0,"[138166,0,0,0,0,244995]",pos980-1-buildingData-20
2,209.2,96.1,36.6,4.6,176.2,-0.0,"[124805,0,0,0,0,258356]",pos980-0-buildingData-60
3,209.2,96.1,36.6,3.5,147.4,0.0,"[173952,0,0,0,0,209209]",pos980-1-buildingData-60
4,209.2,136.1,36.6,0.8,99.2,0.0,"[6088,0,0,0,0,377073]",pos980-0-buildingData-100
5,209.2,136.1,36.6,2.4,145.2,0.0,"[37356,0,0,0,0,345805]",pos980-1-buildingData-100
6,209.2,176.1,36.6,-4.5,-0.7,0.0,"[0,0,0,0,0,383161]",pos980-0-buildingData-140
7,209.2,176.1,36.6,4.2,-170.6,-0.0,"[38431,0,0,0,0,344730]",pos980-1-buildingData-140
8,209.2,236.1,36.6,2.3,-149.8,0.0,"[56863,0,0,0,0,326298]",pos980-0-buildingData-200
9,209.2,236.1,36.6,0.2,-78.8,-0.0,"[0,0,0,0,0,383161]",pos980-1-buildingData-200
0,2371.2,10.0,1920.8,-3.7,49.6,0.0,"[27570,0,0,0,0,355591]",pos1662-0-buildingData-20
1,2371.2,10.0,1920.8,4.6,-59.5,-0.0,"[3349,0,0,0,0,379812]",pos1662-1-buildingData-20
2,2371.2,49.4,1920.8,-0.2,155.1,-0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-60
3,2371.2,49.4,1920.8,-3.6,-91.2,0.0,"[6583,0,0,0,0,376578]",pos1662-1-buildingData-60
4,2371.2,89.4,1920.8,-0.0,-153.2,0.0,"[89851,0,0,0,0,293310]",pos1662-0-buildingData-100
5,2371.2,89.4,1920.8,-0.1,54.3,-0.0,"[187573,0,0,0,785,194803]",pos1662-1-buildingData-100
6,2371.2,129.4,1920.8,1.6,-110.1,0.0,"[487,0,0,0,0,382674]",pos1662-0-buildingData-140
7,2371.2,129.4,1920.8,-4.2,110.1,0.0,"[103345,0,0,0,0,279816]",pos1662-1-buildingData-140
8,2371.2,189.4,1920.8,-2.8,-157.7,-0.0,"[0,0,0,0,0,383161]",pos1662-0-buildingData-200
9,2371.2,189.4,1920.8,-1.9,-117.7,0.0,"[0,0,0,0,0,383161]",pos1662-1-buildingData-200
0,683.7,51.1,1019.2,-0.7,65.1,-0.0,"[5589,0,0,0,0,377572]",pos1266-0-buildingData-20
1,683.7,51.1,1019.2,-0.6,5.0,-0.0,"[3308,0,0,0,0,379853]",pos1266-1-buildingData-20
2,683.7,91.1,1019.2,-4.0,-11.8,-0.0,"[9480,0,0,0,0,373681]",pos1266-0-buildingData-60
3,683.7,91.1,1019.2,3.0,-148.6,-0.0,"[161630,0,0,0,0,221531]",pos1266-1-buildingData-60
4,683.7,131.1,1019.2,3.9,87.1,0.0,"[138,0,0,0,0,383023]",pos1266-0-buildingData-100
5,683.7,131.1,1019.2,-1.3,170.4,-0.0,"[110405,0,0,1,0,272755]",pos1266-1-buildingData-100
6,683.7,171.1,1019.2,0.3,53.0,0.0,"[33275,0,0,0,0,349886]",pos1266-0-buildingData-140
7,683.7,171.1,1019.2,2.0,-6.3,-0.0,"[0,0,0,0,0,383161]",pos1266-1-buildingData-140
8,683.7,231.1,1019.2,-5.0,-21.7,0.0,"[0,0,0,0,0,383161]",pos1266-0-buildingData-200
9,683.7,231.1,1019.2,-1.8,88.1,0.0,"[0,0,0,0,0,383161]",pos1266-1-buildingData-200
0,598.9,53.0,756.4,1.0,37.8,-0.0,"[8131,0,0,0,0,375030]",pos1200-0-buildingData-20
1,598.9,53.0,756.4,-2.0,-12.3,0.0,"[0,0,0,0,0,383161]",pos1200-1-buildingData-20
2,598.9,93.0,756.4,3.2,22.1,0.0,"[41365,0,0,0,0,341796]",pos1200-0-buildingData-60
3,598.9,93.0,756.4,1.9,-148.3,-0.0,"[98506,0,0,0,0,284655]",pos1200-1-buildingData-60
4,598.9,133.0,756.4,3.4,-147.5,0.0,"[128650,0,0,0,0,254511]",pos1200-0-buildingData-100
5,598.9,133.0,756.4,-0.6,-156.7,-0.0,"[145397,0,0,0,0,237764]",pos1200-1-buildingData-100
6,598.9,173.0,756.4,-0.4,1.0,0.0,"[2215,0,0,0,0,380946]",pos1200-0-buildingData-140
7,598.9,173.0,756.4,4.2,165.6,0.0,"[12608,0,0,0,0,370553]",pos1200-1-buildingData-140
8,598.9,233.0,756.4,-2.8,57.1,0.0,"[62919,0,0,0,0,320242]",pos1200-0-buildingData-200
9,598.9,233.0,756.4,-3.8,108.8,0.0,"[0,0,0,0,0,383161]",pos1200-1-buildingData-200
0,2646.0,10.0,1561.1,2.8,83.9,0.0,"[73483,0,0,0,0,309678]",pos1119-0-buildingData-20
1,2646.0,10.0,1561.1,0.6,78.6,-0.0,"[80767,0,0,0,0,302394]",pos1119-1-buildingData-20
2,2646.0,48.7,1561.1,-0.0,54.1,0.0,"[111220,0,0,0,497,271444]",pos1119-0-buildingData-60
3,2646.0,48.7,1561.1,-1.4,60.7,-0.0,"[118616,0,0,0,474,264071]",pos1119-1-buildingData-60
4,2646.0,88.7,1561.1,4.3,-78.5,0.0,"[403,0,0,0,0,382758]",pos1119-0-buildingData-100
5,2646.0,88.7,1561.1,-1.0,50.2,-0.0,"[138585,0,0,0,0,244576]",pos1119-1-buildingData-100
6,2646.0,128.7,1561.1,0.7,15.8,0.0,"[38729,0,0,0,0,344432]",pos1119-0-buildingData-140
7,2646.0,128.7,1561.1,-0.7,25.5,-0.0,"[78390,0,0,0,0,304771]",pos1119-1-buildingData-140
8,2646.0,188.7,1561.1,-2.9,-93.7,0.0,"[0,0,0,0,0,383161]",pos1119-0-buildingData-200
9,2646.0,188.7,1561.1,-4.3,131.2,0.0,"[64772,0,0,0,0,318389]",pos1119-1-buildingData-200
0,2737.1,10.0,1798.4,0.3,-65.3,-0.0,"[5173,0,0,0,0,377988]",pos1986-0-buildingData-20
1,2737.1,10.0,1798.4,1.4,-167.6,0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-20
2,2737.1,49.4,1798.4,-2.9,71.9,-0.0,"[64671,0,0,0,388,318102]",pos1986-0-buildingData-60
3,2737.1,49.4,1798.4,0.3,-152.9,0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-60
4,2737.1,89.4,1798.4,-2.6,-32.7,-0.0,"[18117,0,0,0,0,365044]",pos1986-0-buildingData-100
5,2737.1,89.4,1798.4,1.4,131.4,0.0,"[39807,0,0,0,0,343354]",pos1986-1-buildingData-100
6,2737.1,129.4,1798.4,2.4,-12.4,0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-140
7,2737.1,129.4,1798.4,3.2,-103.8,-0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-140
8,2737.1,189.4,1798.4,-2.3,-143.3,-0.0,"[0,0,0,0,0,383161]",pos1986-0-buildingData-200
9,2737.1,189.4,1798.4,-4.0,-144.8,0.0,"[0,0,0,0,0,383161]",pos1986-1-buildingData-200
0,375.2,50.0,1438.8,0.9,161.9,0.0,"[3263,0,0,0,0,379898]",pos1362-0-buildingData-20
1,375.2,50.0,1438.8,-2.0,123.5,-0.0,"[452,0,0,0,0,382709]",pos1362-1-buildingData-20
2,375.2,90.0,1438.8,4.3,-115.3,-0.0,"[120530,0,0,0,0,262631]",pos1362-0-buildingData-60
3,375.2,90.0,1438.8,-5.0,161.5,-0.0,"[5451,0,0,0,0,377710]",pos1362-1-buildingData-60
4,375.2,130.0,1438.8,-1.3,-154.7,-0.0,"[55897,0,0,0,0,327264]",pos1362-0-buildingData-100
5,375.2,130.0,1438.8,3.0,-172.7,-0.0,"[298,0,0,0,0,382863]",pos1362-1-buildingData-100
6,375.2,170.0,1438.8,2.3,79.8,-0.0,"[0,0,0,0,0,383161]",pos1362-0-buildingData-140
7,375.2,170.0,1438.8,-3.3,60.2,0.0,"[632,0,0,0,0,382529]",pos1362-1-buildingData-140
8,375.2,230.0,1438.8,-1.7,-126.7,0.0,"[64218,0,0,0,0,318943]",pos1362-0-buildingData-200
9,375.2,230.0,1438.8,-1.1,43.4,-0.0,"[1915,0,0,0,0,381246]",pos1362-1-buildingData-200
0,2399.8,22.1,1358.5,4.6,32.7,-0.0,"[250145,0,0,0,0,133016]",pos755-0-buildingData-20
1,2399.8,22.1,1358.5,-1.2,126.1,0.0,"[298358,0,0,0,0,84803]",pos755-1-buildingData-20
2,2399.8,62.1,1358.5,-3.4,77.4,0.0,"[268720,0,0,0,0,114441]",pos755-0-buildingData-60
3,2399.8,62.1,1358.5,-1.4,96.7,-0.0,"[262310,0,0,0,0,120851]",pos755-1-buildingData-60
4,2399.8,102.1,1358.5,-1.5,11.1,0.0,"[84869,0,0,1,0,298291]",pos755-0-buildingData-100
5,2399.8,102.1,1358.5,-0.8,104.4,0.0,"[208430,0,0,2,0,174729]",pos755-1-buildingData-100
6,2399.8,142.1,1358.5,2.0,9.3,0.0,"[62492,0,0,0,0,320669]",pos755-0-buildingData-140
7,2399.8,142.1,1358.5,-2.7,72.9,0.0,"[206707,0,0,0,2455,173999]",pos755-1-buildingData-140
8,2399.8,202.1,1358.5,-1.7,-105.5,0.0,"[9037,0,0,0,0,374124]",pos755-0-buildingData-200
9,2399.8,202.1,1358.5,3.3,-132.2,-0.0,"[3660,0,0,0,0,379501]",pos755-1-buildingData-200
0,999.3,49.0,625.3,3.4,139.1,0.0,"[2233,0,0,0,0,380928]",pos104-0-buildingData-20
1,999.3,49.0,625.3,0.2,-4.5,-0.0,"[0,0,0,0,0,383161]",pos104-1-buildingData-20
2,999.3,89.0,625.3,4.0,140.8,0.0,"[17048,0,0,0,0,366113]",pos104-0-buildingData-60
3,999.3,89.0,625.3,-2.7,99.5,0.0,"[9327,0,0,0,0,373834]",pos104-1-buildingData-60
4,999.3,129.0,625.3,-1.5,131.0,-0.0,"[12051,0,0,0,0,371110]",pos104-0-buildingData-100
5,999.3,129.0,625.3,4.5,-34.9,0.0,"[22625,0,0,0,0,360536]",pos104-1-buildingData-100
6,999.3,169.0,625.3,1.2,-166.0,-0.0,"[141583,0,0,0,0,241578]",pos104-0-buildingData-140
7,999.3,169.0,625.3,-4.8,162.9,-0.0,"[125561,0,0,0,0,257600]",pos104-1-buildingData-140
8,999.3,229.0,625.3,2.8,171.4,0.0,"[75054,0,0,0,0,308107]",pos104-0-buildingData-200
9,999.3,229.0,625.3,2.2,-169.9,-0.0,"[95677,0,0,0,0,287484]",pos104-1-buildingData-200
0,211.1,58.5,731.6,1.4,-96.0,-0.0,"[35500,0,0,0,743,346918]",pos534-0-buildingData-20
1,211.1,58.5,731.6,-4.8,92.2,0.0,"[66628,0,0,0,0,316533]",pos534-1-buildingData-20
2,211.1,98.5,731.6,2.9,-156.3,-0.0,"[29442,0,0,0,0,353719]",pos534-0-buildingData-60
3,211.1,98.5,731.6,3.4,-64.4,0.0,"[10927,0,0,0,0,372234]",pos534-1-buildingData-60
4,211.1,138.5,731.6,2.5,20.8,0.0,"[82807,0,0,0,0,300354]",pos534-0-buildingData-100
5,211.1,138.5,731.6,-3.9,76.3,0.0,"[37009,0,0,0,0,346152]",pos534-1-buildingData-100
6,211.1,178.5,731.6,-1.4,83.2,0.0,"[0,0,0,0,0,383161]",pos534-0-buildingData-140
7,211.1,178.5,731.6,3.7,-126.6,0.0,"[102832,0,0,0,0,280329]",pos534-1-buildingData-140
8,211.1,238.5,731.6,2.6,-57.3,-0.0,"[7660,0,0,0,0,375501]",pos534-0-buildingData-200
9,211.1,238.5,731.6,0.5,81.2,0.0,"[0,0,0,0,0,383161]",pos534-1-buildingData-200
0,1930.6,26.6,886.8,-2.8,-107.2,-0.0,"[257845,0,0,0,0,125316]",pos290-0-buildingData-20
1,1930.6,26.6,886.8,0.6,124.2,-0.0,"[339322,0,0,20,0,43819]",pos290-1-buildingData-20
2,1930.6,66.6,886.8,-0.1,165.7,0.0,"[303119,0,0,2,0,80040]",pos290-0-buildingData-60
3,1930.6,66.6,886.8,-0.2,152.5,0.0,"[268114,0,0,2,0,115045]",pos290-1-buildingData-60
4,1930.6,106.6,886.8,-1.0,118.1,0.0,"[267709,0,0,0,1048,114404]",pos290-0-buildingData-100
5,1930.6,106.6,886.8,-0.3,18.8,0.0,"[203678,0,0,0,0,179483]",pos290-1-buildingData-100
6,1930.6,146.6,886.8,-0.6,178.0,-0.0,"[270092,0,0,0,0,113069]",pos290-0-buildingData-140
7,1930.6,146.6,886.8,0.7,-143.8,-0.0,"[378797,0,0,0,0,4364]",pos290-1-buildingData-140
8,1930.6,206.6,886.8,-2.4,38.3,-0.0,"[99191,0,0,0,0,283970]",pos290-0-buildingData-200
9,1930.6,206.6,886.8,1.8,-124.2,-0.0,"[18146,0,0,0,0,365015]",pos290-1-buildingData-200
0,103.8,52.5,865.8,-2.6,0.9,-0.0,"[8654,0,0,0,0,374507]",pos545-0-buildingData-20
1,103.8,52.5,865.8,-3.7,-36.6,-0.0,"[62,0,0,0,0,383099]",pos545-1-buildingData-20
2,103.8,92.5,865.8,-1.9,-108.0,0.0,"[52484,0,0,0,1058,329619]",pos545-0-buildingData-60
3,103.8,92.5,865.8,0.6,-132.5,-0.0,"[47423,0,0,0,0,335738]",pos545-1-buildingData-60
4,103.8,132.5,865.8,2.6,-35.2,0.0,"[8359,0,0,0,0,374802]",pos545-0-buildingData-100
5,103.8,132.5,865.8,0.5,41.9,0.0,"[0,0,0,0,0,383161]",pos545-1-buildingData-100
6,103.8,172.5,865.8,1.7,-83.9,0.0,"[58996,0,0,0,1415,322750]",pos545-0-buildingData-140
7,103.8,172.5,865.8,3.7,-142.9,0.0,"[54166,0,0,0,0,328995]",pos545-1-buildingData-140
8,103.8,232.5,865.8,-0.0,67.7,0.0,"[0,0,0,0,0,383161]",pos545-0-buildingData-200
9,103.8,232.5,865.8,-4.1,-10.3,-0.0,"[84888,0,0,0,0,298273]",pos545-1-buildingData-200
0,2656.5,10.0,1835.7,1.4,57.7,-0.0,"[45389,0,0,0,579,337193]",pos1967-0-buildingData-20
1,2656.5,10.0,1835.7,-3.5,-146.6,0.0,"[0,0,0,0,0,383161]",pos1967-1-buildingData-20
2,2656.5,49.3,1835.7,-4.8,-39.5,-0.0,"[10127,0,0,0,0,373034]",pos1967-0-buildingData-60
3,2656.5,49.3,1835.7,-1.6,-64.5,0.0,"[30483,0,0,0,0,352678]",pos1967-1-buildingData-60
4,2656.5,89.3,1835.7,-3.9,97.3,0.0,"[93383,0,0,0,0,289778]",pos1967-0-buildingData-100
5,2656.5,89.3,1835.7,-2.4,-40.9,0.0,"[17756,0,0,0,0,365405]",pos1967-1-buildingData-100
6,2656.5,129.3,1835.7,0.2,51.1,0.0,"[143800,0,0,0,762,238599]",pos1967-0-buildingData-140
7,2656.5,129.3,1835.7,-1.1,-79.8,0.0,"[9158,0,0,0,0,374003]",pos1967-1-buildingData-140
8,2656.5,189.3,1835.7,-3.8,94.6,-0.0,"[152699,0,0,0,0,230462]",pos1967-0-buildingData-200
9,2656.5,189.3,1835.7,0.6,-107.2,0.0,"[0,0,0,0,0,383161]",pos1967-1-buildingData-200
0,78.0,48.7,895.9,-1.6,97.9,-0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-20
1,78.0,48.7,895.9,2.8,-152.6,-0.0,"[9312,0,0,0,0,373849]",pos434-1-buildingData-20
2,78.0,88.7,895.9,1.0,-145.7,0.0,"[26263,0,0,0,0,356898]",pos434-0-buildingData-60
3,78.0,88.7,895.9,4.6,-156.3,-0.0,"[15306,0,0,0,0,367855]",pos434-1-buildingData-60
4,78.0,128.7,895.9,1.1,162.9,0.0,"[312,0,0,0,0,382849]",pos434-0-buildingData-100
5,78.0,128.7,895.9,-3.2,33.6,0.0,"[9818,0,0,0,0,373343]",pos434-1-buildingData-100
6,78.0,168.7,895.9,-1.2,87.1,0.0,"[0,0,0,0,0,383161]",pos434-0-buildingData-140
7,78.0,168.7,895.9,2.8,-20.8,0.0,"[48902,0,0,0,0,334259]",pos434-1-buildingData-140
