,x,y,z,xh,yh,zh,f_xyz,image_name
18,80.3,304.3,242.0,-0.2,63.6,0.0,"[0,0,0,0,0,958441]",pos967-0-buildingData-270
19,81.2,304.3,246.0,2.9,-4.0,0.0,"[0,0,0,0,0,958441]",pos967-1-buildingData-270
0,498.3,34.0,392.2,2.4,109.0,0.0,"[0,0,2328,0,0,956113]",pos41-0-buildingData-5
1,500.1,34.0,387.3,1.6,168.5,0.0,"[0,0,0,0,0,958441]",pos41-1-buildingData-5
2,495.9,39.0,392.5,-3.0,-31.5,-0.0,"[0,0,0,0,0,958441]",pos41-0-buildingData-10
3,498.4,39.0,390.3,-4.6,-38.5,0.0,"[0,0,0,0,0,958441]",pos41-1-buildingData-10
4,496.1,44.0,391.6,-0.1,169.1,0.0,"[0,0,2744,0,0,955697]",pos41-0-buildingData-15
5,500.3,44.0,386.0,-1.6,-36.5,0.0,"[0,0,0,0,0,958441]",pos41-1-buildingData-15
6,503.7,54.0,384.1,0.2,-147.1,0.0,"[27811,10104,36471,4677,0,878700]",pos41-0-buildingData-25
7,499.4,54.0,390.8,-0.6,31.1,-0.0,"[168584,0,55230,585,0,733351]",pos41-1-buildingData-25
8,498.6,74.0,385.9,-3.7,-143.5,0.0,"[36153,9971,55089,7599,0,847951]",pos41-0-buildingData-45
9,497.4,74.0,389.3,3.3,-25.1,0.0,"[0,0,0,0,0,958441]",pos41-1-buildingData-45
10,502.9,99.0,388.9,-2.3,-6.6,0.0,"[0,0,0,0,0,958441]",pos41-0-buildingData-70
11,503.1,99.0,383.6,-1.0,48.0,0.0,"[303813,485,63724,46276,0,543076]",pos41-1-buildingData-70
12,498.6,149.0,383.0,-4.4,-7.0,0.0,"[0,0,0,0,0,958441]",pos41-0-buildingData-120
13,505.4,149.0,388.9,-4.5,-159.1,-0.0,"[39240,17810,87958,20274,0,790908]",pos41-1-buildingData-120
14,500.1,199.0,390.5,2.5,-64.7,0.0,"[334,1298,1635,48,0,955040]",pos41-0-buildingData-170
15,497.1,199.0,384.1,2.6,-107.1,0.0,"[62169,41734,82617,61312,0,707600]",pos41-1-buildingData-170
16,497.6,249.0,390.4,1.9,40.1,-0.0,"[0,0,0,0,0,958441]",pos41-0-buildingData-220
17,497.7,249.0,391.0,-4.9,59.8,-0.0,"[4389,10743,48248,3481,0,891392]",pos41-1-buildingData-220
18,502.6,299.0,392.8,-3.6,-65.7,-0.0,"[4894,1453,3268,77,0,948610]",pos41-0-buildingData-270
19,499.7,299.0,383.4,-0.7,-88.5,0.0,"[39184,35082,70532,24699,0,786525]",pos41-1-buildingData-270
0,2686.4,10.0,745.6,-1.4,167.2,-0.0,"[5314,5802,14642,8239,0,924306]",pos863-0-buildingData-5
1,2682.1,10.0,747.5,-2.0,41.9,0.0,"[12,0,40107,102,0,918205]",pos863-1-buildingData-5
2,2686.9,10.0,747.6,-3.3,60.8,0.0,"[505,5876,149700,371,0,801871]",pos863-0-buildingData-10
3,2683.7,10.0,741.8,-0.5,86.1,0.0,"[27708,11351,116365,20851,0,780726]",pos863-1-buildingData-10
4,2685.7,10.0,741.6,-2.7,-37.5,0.0,"[0,0,0,0,0,958441]",pos863-0-buildingData-15
5,2680.6,10.0,739.8,3.8,57.9,0.0,"[633,6278,141365,130,0,809890]",pos863-1-buildingData-15
6,2682.6,13.8,744.4,1.2,179.3,-0.0,"[0,0,11248,2144,0,945049]",pos863-0-buildingData-25
7,2679.0,13.8,745.8,-0.1,-96.1,0.0,"[0,0,0,0,0,958441]",pos863-1-buildingData-25
8,2686.7,33.8,746.3,2.9,19.7,0.0,"[0,0,0,0,0,958441]",pos863-0-buildingData-45
9,2686.4,33.8,743.5,-1.4,67.9,0.0,"[11147,22810,171961,2355,0,749793]",pos863-1-buildingData-45
10,2681.8,58.8,746.8,4.3,162.7,-0.0,"[9082,14956,27561,29265,0,877164]",pos863-0-buildingData-70
11,2685.8,58.8,743.8,-1.9,37.1,-0.0,"[0,1288,56765,803,0,899585]",pos863-1-buildingData-70
12,2680.9,108.8,744.8,-2.8,-12.7,0.0,"[0,0,0,0,0,958441]",pos863-0-buildingData-120
13,2687.1,108.8,747.7,4.5,31.4,0.0,"[0,0,0,270,0,958171]",pos863-1-buildingData-120
14,2679.7,158.8,747.1,-3.5,-76.8,-0.0,"[0,0,0,0,0,958441]",pos863-0-buildingData-170
15,2680.4,158.8,739.4,-4.9,17.0,-0.0,"[0,0,0,0,0,958441]",pos863-1-buildingData-170
16,2684.1,208.8,747.2,-2.6,47.9,0.0,"[414,10939,34065,4789,0,908173]",pos863-0-buildingData-220
17,2679.2,208.8,748.6,2.6,-125.0,0.0,"[0,0,0,0,0,958441]",pos863-1-buildingData-220
18,2686.5,258.8,740.5,-3.6,39.2,0.0,"[0,0,0,0,0,958441]",pos863-0-buildingData-270
19,2685.9,258.8,741.4,2.4,-108.3,-0.0,"[0,0,0,0,0,958441]",pos863-1-buildingData-270
0,2.6,40.4,4.3,0.0,10.3,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-5
1,7.5,40.4,7.1,4.4,60.6,0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-5
2,11.8,45.4,9.5,0.6,-170.3,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-10
3,7.3,45.4,11.1,-3.7,-157.5,0.0,"[4937,161571,256586,37535,0,497587]",pos961-1-buildingData-10
4,5.9,50.4,11.7,3.3,141.4,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-15
5,8.5,50.4,5.1,3.5,-61.7,-0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-15
6,9.4,60.4,8.1,-1.3,-12.6,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-25
7,11.3,60.4,9.6,4.2,131.0,0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-25
8,8.5,80.4,5.3,-4.6,-80.9,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-45
9,6.6,80.4,7.4,-4.0,-17.3,-0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-45
10,3.9,105.4,3.5,-2.6,-154.3,-0.0,"[35522,135117,333100,20835,0,431460]",pos961-0-buildingData-70
11,6.7,105.4,12.7,-2.7,-174.1,-0.0,"[25089,202176,74569,27769,0,627134]",pos961-1-buildingData-70
12,7.5,155.4,11.8,-2.3,-155.5,0.0,"[73461,42128,175456,59631,0,602783]",pos961-0-buildingData-120
13,7.5,155.4,12.4,1.3,-34.9,0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-120
14,9.1,205.4,10.0,3.4,135.3,0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-170
15,10.3,205.4,4.9,2.6,-155.8,0.0,"[32876,9763,65000,11818,0,837236]",pos961-1-buildingData-170
16,8.7,255.4,3.6,4.5,-48.2,-0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-220
17,6.9,255.4,10.6,0.8,20.7,0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-220
18,8.9,305.4,7.1,-0.2,-5.3,-0.0,"[0,0,0,0,0,958441]",pos961-0-buildingData-270
19,3.7,305.4,8.3,-3.7,85.0,0.0,"[0,0,0,0,0,958441]",pos961-1-buildingData-270
0,2275.2,10.0,999.3,-0.4,160.4,0.0,"[16130,255,525454,8613,0,407633]",pos806-0-buildingData-5
1,2274.6,10.0,994.4,-4.7,-175.2,-0.0,"[6719,0,260706,0,0,690614]",pos806-1-buildingData-5
2,2271.6,13.0,997.9,2.1,-119.7,0.0,"[0,0,0,963,0,957478]",pos806-0-buildingData-10
3,2272.8,13.0,997.5,-0.6,-154.8,0.0,"[11652,0,13312,4185,0,928872]",pos806-1-buildingData-10
4,2266.8,18.0,998.6,-2.4,134.6,-0.0,"[0,593647,291072,1123,0,72599]",pos806-0-buildingData-15
5,2269.4,18.0,1000.2,-1.9,-118.6,-0.0,"[0,0,1281,15423,0,941737]",pos806-1-buildingData-15
6,2265.5,28.0,1000.8,-0.3,-177.9,0.0,"[25088,1425,723604,53,0,207786]",pos806-0-buildingData-25
7,2272.6,28.0,999.8,0.9,106.1,-0.0,"[0,958441,0,0,0,0]",pos806-1-buildingData-25
8,2267.5,48.0,996.9,-2.1,-61.0,-0.0,"[0,0,0,0,0,958441]",pos806-0-buildingData-45
9,2271.0,48.0,1001.7,-3.2,29.0,-0.0,"[23322,491976,303331,9748,0,129538]",pos806-1-buildingData-45
10,2272.1,73.0,1000.5,-1.8,-176.0,0.0,"[25400,42,665834,24,0,266294]",pos806-0-buildingData-70
11,2272.5,73.0,1000.6,0.5,94.9,-0.0,"[174923,419358,31069,1035,0,331593]",pos806-1-buildingData-70
12,2267.1,123.0,999.7,-0.6,38.7,0.0,"[114668,56167,222499,11813,0,550574]",pos806-0-buildingData-120
13,2265.8,123.0,996.1,4.5,77.7,0.0,"[123845,49448,133874,80358,0,567840]",pos806-1-buildingData-120
14,2269.1,173.0,996.6,3.9,128.2,-0.0,"[29331,105198,124583,27294,0,669580]",pos806-0-buildingData-170
15,2266.6,173.0,1003.8,2.0,138.8,0.0,"[53140,123986,67661,57056,0,654870]",pos806-1-buildingData-170
16,2273.2,223.0,996.1,-4.4,-27.7,0.0,"[0,0,4854,858,0,952729]",pos806-0-buildingData-220
17,2271.7,223.0,999.4,-3.7,137.3,-0.0,"[66343,131590,108195,62529,0,586617]",pos806-1-buildingData-220
18,2268.0,273.0,999.0,-3.9,-15.6,0.0,"[0,0,0,0,0,958441]",pos806-0-buildingData-270
19,2273.1,273.0,996.0,-2.9,117.5,-0.0,"[92563,91952,133104,39965,0,596467]",pos806-1-buildingData-270
0,764.3,34.0,771.8,-2.3,-69.6,0.0,"[27525,29811,13448,7131,0,880245]",pos1330-0-buildingData-5
1,770.1,34.0,763.4,-3.6,-68.1,-0.0,"[29230,10335,14927,9018,0,894689]",pos1330-1-buildingData-5
2,761.7,39.0,766.4,-1.3,63.4,0.0,"[7525,2747,26815,80,0,921053]",pos1330-0-buildingData-10
3,770.0,39.0,762.2,-2.3,-120.3,0.0,"[58521,2994,95486,73,0,800578]",pos1330-1-buildingData-10
4,763.4,44.0,771.2,-3.4,-148.8,0.0,"[79918,7826,45123,5482,0,819716]",pos1330-0-buildingData-15
5,764.4,44.0,766.6,2.3,-71.5,0.0,"[36909,38338,22515,9301,0,850605]",pos1330-1-buildingData-15
6,770.5,54.0,769.6,-4.8,45.3,0.0,"[48537,4164,30220,7174,0,867936]",pos1330-0-buildingData-25
7,771.0,54.0,767.3,-0.7,-117.1,0.0,"[78079,9265,119721,1587,0,748259]",pos1330-1-buildingData-25
8,765.9,74.0,768.7,-4.0,121.9,0.0,"[0,0,595,644,0,957202]",pos1330-0-buildingData-45
9,770.1,74.0,764.0,-4.6,-100.7,0.0,"[36083,60660,153292,64537,0,642478]",pos1330-1-buildingData-45
10,763.6,99.0,770.7,-3.7,165.9,0.0,"[9528,26328,159404,10042,0,752589]",pos1330-0-buildingData-70
11,763.4,99.0,771.2,0.9,173.5,0.0,"[11190,40993,200438,11863,0,693168]",pos1330-1-buildingData-70
12,761.5,149.0,764.6,2.3,-150.9,-0.0,"[161557,39495,92559,53622,0,607661]",pos1330-0-buildingData-120
13,769.5,149.0,767.1,-0.5,-30.3,0.0,"[0,0,0,0,0,958441]",pos1330-1-buildingData-120
14,766.1,199.0,762.8,0.2,-47.4,0.0,"[37488,18009,15678,28845,0,857429]",pos1330-0-buildingData-170
15,763.6,199.0,766.1,0.8,99.1,0.0,"[9447,19,12390,44,0,936310]",pos1330-1-buildingData-170
16,767.9,249.0,771.9,1.6,-78.6,0.0,"[43652,30131,99939,47312,0,734265]",pos1330-0-buildingData-220
17,770.6,249.0,763.1,4.6,150.9,0.0,"[2628,1685,2541,1132,0,950378]",pos1330-1-buildingData-220
18,764.3,299.0,771.3,1.9,-131.7,0.0,"[53712,48222,81125,30860,0,741937]",pos1330-0-buildingData-270
19,761.9,299.0,770.3,1.3,169.5,-0.0,"[13253,10499,31195,10265,0,892435]",pos1330-1-buildingData-270
0,1254.9,31.0,1334.9,-1.0,-135.4,-0.0,"[359046,50,2731,71,0,596427]",pos1879-0-buildingData-5
1,1255.7,31.0,1332.2,-3.6,-58.0,0.0,"[387452,133250,0,0,0,437739]",pos1879-1-buildingData-5
2,1260.4,36.0,1334.8,-4.0,-2.7,0.0,"[30322,45521,573960,131899,0,175807]",pos1879-0-buildingData-10
3,1263.4,36.0,1326.6,-2.1,-60.1,-0.0,"[810766,130557,0,0,0,17118]",pos1879-1-buildingData-10
4,1259.2,41.0,1326.8,1.6,-21.7,0.0,"[172050,176571,182540,146092,0,278895]",pos1879-0-buildingData-15
5,1254.9,41.0,1332.1,0.5,139.5,-0.0,"[161627,9061,204596,15613,0,567064]",pos1879-1-buildingData-15
6,1258.7,51.0,1335.3,-2.2,-114.0,0.0,"[513179,35369,33367,66304,0,309033]",pos1879-0-buildingData-25
7,1260.5,51.0,1332.3,-1.7,109.9,0.0,"[321177,69118,362737,46161,0,156129]",pos1879-1-buildingData-25
8,1256.9,71.0,1334.7,2.8,-165.5,0.0,"[354106,7066,268705,14147,0,312463]",pos1879-0-buildingData-45
9,1262.0,71.0,1331.6,4.9,87.5,0.0,"[358499,25633,51243,1263,0,520241]",pos1879-1-buildingData-45
10,1257.2,96.0,1332.3,-0.6,150.9,0.0,"[141315,29020,183940,55207,0,545946]",pos1879-0-buildingData-70
11,1255.7,96.0,1326.2,-2.7,-87.7,-0.0,"[86259,49525,504895,72966,0,243851]",pos1879-1-buildingData-70
12,1263.4,146.0,1326.1,2.8,-131.4,0.0,"[43035,113680,106144,44464,0,648704]",pos1879-0-buildingData-120
13,1257.6,146.0,1335.7,-2.3,68.1,0.0,"[104798,48139,141562,41524,0,619858]",pos1879-1-buildingData-120
14,1257.1,196.0,1332.2,-4.7,15.3,-0.0,"[87224,85992,71787,103215,0,608244]",pos1879-0-buildingData-170
15,1260.9,196.0,1329.9,0.5,-70.2,0.0,"[109989,65988,95601,31952,0,652508]",pos1879-1-buildingData-170
16,1263.3,246.0,1329.4,0.1,-66.5,0.0,"[72296,37874,88880,31656,0,725395]",pos1879-0-buildingData-220
17,1254.6,246.0,1334.9,0.5,160.5,-0.0,"[13629,0,0,0,0,944812]",pos1879-1-buildingData-220
18,1256.0,296.0,1335.0,0.4,-125.2,-0.0,"[19558,29008,39617,30042,0,839140]",pos1879-0-buildingData-270
19,1263.7,296.0,1330.1,-2.6,14.3,0.0,"[8496,7203,6308,50428,0,885825]",pos1879-1-buildingData-270
0,2872.9,10.0,1324.4,-3.7,-176.2,0.0,"[0,0,4131,17720,0,936590]",pos1168-0-buildingData-5
1,2868.3,10.0,1328.9,-1.0,86.5,-0.0,"[52619,8220,82298,28884,0,785391]",pos1168-1-buildingData-5
2,2871.1,10.0,1321.2,-4.7,103.2,0.0,"[48455,13124,34472,30729,0,830880]",pos1168-0-buildingData-10
3,2867.8,10.0,1328.9,-2.0,-79.6,-0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-10
4,2871.9,10.0,1324.0,-2.4,-46.9,0.0,"[0,0,0,0,0,958441]",pos1168-0-buildingData-15
5,2870.2,10.0,1330.8,0.7,43.3,0.0,"[3009,8403,78827,2429,0,864773]",pos1168-1-buildingData-15
6,2875.8,13.7,1321.0,-1.9,-102.0,0.0,"[0,0,0,0,0,958441]",pos1168-0-buildingData-25
7,2873.0,13.7,1329.3,-3.7,-48.9,0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-25
8,2874.5,33.7,1326.6,4.2,108.9,0.0,"[56566,21939,44612,24799,0,809437]",pos1168-0-buildingData-45
9,2875.1,33.7,1325.1,-1.2,123.6,0.0,"[3962,23738,45177,22300,0,862953]",pos1168-1-buildingData-45
10,2873.9,58.7,1323.7,-0.5,154.6,0.0,"[0,0,20836,0,0,937605]",pos1168-0-buildingData-70
11,2871.5,58.7,1330.3,-0.2,-123.2,-0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-70
12,2871.2,108.7,1321.0,4.1,42.2,0.0,"[8634,8025,103892,4675,0,831759]",pos1168-0-buildingData-120
13,2876.8,108.7,1327.8,3.8,-52.6,-0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-120
14,2870.6,158.7,1330.6,-3.8,62.1,0.0,"[27581,37606,176240,65964,0,647975]",pos1168-0-buildingData-170
15,2873.7,158.7,1325.5,-0.3,-1.8,-0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-170
16,2876.5,208.7,1321.4,-0.7,-144.4,-0.0,"[0,0,0,0,0,958441]",pos1168-0-buildingData-220
17,2868.7,208.7,1326.4,3.0,-122.0,-0.0,"[0,0,0,0,0,958441]",pos1168-1-buildingData-220
18,2872.2,258.7,1329.7,0.9,109.9,-0.0,"[67153,68284,77061,69697,0,671860]",pos1168-0-buildingData-270
19,2875.8,258.7,1329.0,0.9,137.2,0.0,"[9928,24046,51400,8515,0,863535]",pos1168-1-buildingData-270
0,2473.2,10.0,565.3,-0.6,-12.9,0.0,"[0,0,0,0,0,958441]",pos683-0-buildingData-5
1,2471.2,10.0,567.0,0.6,-99.2,-0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-5
2,2471.6,12.3,566.0,-3.6,-156.7,-0.0,"[0,0,2884,2131,0,953426]",pos683-0-buildingData-10
3,2471.4,12.3,564.0,1.1,37.9,0.0,"[0,0,958441,0,0,0]",pos683-1-buildingData-10
4,2473.1,17.3,562.0,-4.8,-21.0,0.0,"[0,0,836,0,0,957605]",pos683-0-buildingData-15
5,2478.5,17.3,563.7,0.8,40.3,0.0,"[0,0,494608,0,0,463833]",pos683-1-buildingData-15
6,2471.4,27.3,568.2,-2.9,167.1,0.0,"[5684,35904,59985,29373,0,827080]",pos683-0-buildingData-25
7,2472.4,27.3,567.2,2.8,-141.5,-0.0,"[0,0,2355,2496,0,953590]",pos683-1-buildingData-25
8,2472.0,47.3,560.4,-1.1,-21.0,0.0,"[0,0,0,0,0,958441]",pos683-0-buildingData-45
9,2478.0,47.3,566.7,-2.4,-117.8,-0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-45
10,2476.1,72.3,564.1,0.7,-166.8,0.0,"[0,0,14967,9972,0,933502]",pos683-0-buildingData-70
11,2470.6,72.3,567.9,1.4,-99.1,-0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-70
12,2474.2,122.3,565.2,3.0,-169.1,-0.0,"[1072,0,17993,18954,0,920422]",pos683-0-buildingData-120
13,2469.3,122.3,565.6,-2.3,-14.5,0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-120
14,2471.0,172.3,560.7,2.9,47.7,0.0,"[0,0,0,0,0,958441]",pos683-0-buildingData-170
15,2473.9,172.3,561.4,-1.7,13.1,0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-170
16,2475.6,222.3,562.8,-2.1,-42.2,0.0,"[0,0,0,0,0,958441]",pos683-0-buildingData-220
17,2473.3,222.3,561.3,-0.7,-54.7,0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-220
18,2477.8,272.3,561.2,3.3,124.8,0.0,"[60247,44617,98312,32014,0,718844]",pos683-0-buildingData-270
19,2475.5,272.3,561.3,-4.7,-55.6,0.0,"[0,0,0,0,0,958441]",pos683-1-buildingData-270
0,654.5,38.0,135.3,-2.3,-150.0,0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-5
1,656.8,38.0,135.9,0.0,102.3,0.0,"[33,0,0,0,0,958408]",pos66-1-buildingData-5
2,662.6,43.0,131.5,-4.2,-0.8,-0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-10
3,655.3,43.0,135.5,-0.9,71.3,0.0,"[0,0,0,0,0,958441]",pos66-1-buildingData-10
4,659.4,48.0,132.4,-1.0,50.7,0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-15
5,658.8,48.0,129.2,-4.1,-171.8,-0.0,"[0,0,0,0,0,958441]",pos66-1-buildingData-15
6,662.6,58.0,128.5,-1.6,-28.4,0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-25
7,661.8,58.0,132.8,2.9,144.9,0.0,"[1228,0,16580,251,0,940281]",pos66-1-buildingData-25
8,663.9,78.0,133.9,-1.2,49.1,0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-45
9,655.2,78.0,132.2,-3.3,-147.5,0.0,"[41578,13983,36545,27921,0,836765]",pos66-1-buildingData-45
10,658.9,103.0,134.2,-1.7,140.0,-0.0,"[3389,3386,35079,786,0,915356]",pos66-0-buildingData-70
11,659.4,103.0,133.2,1.0,30.0,0.0,"[0,0,0,0,0,958441]",pos66-1-buildingData-70
12,662.8,153.0,134.0,4.0,171.9,0.0,"[4164,9951,33346,5058,0,905449]",pos66-0-buildingData-120
13,661.1,153.0,129.5,-2.8,21.0,-0.0,"[0,0,0,0,0,958441]",pos66-1-buildingData-120
14,658.9,203.0,135.7,0.5,-25.2,0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-170
15,659.0,203.0,135.2,-2.8,-5.7,-0.0,"[0,0,0,0,0,958441]",pos66-1-buildingData-170
16,661.7,253.0,134.2,2.0,-23.5,-0.0,"[0,0,0,0,0,958441]",pos66-0-buildingData-220
17,663.6,253.0,128.6,-2.9,-142.5,0.0,"[94391,58481,99494,67976,0,633911]",pos66-1-buildingData-220
18,654.7,303.0,133.9,-5.0,-160.1,0.0,"[70268,57512,128905,32845,0,663541]",pos66-0-buildingData-270
19,658.2,303.0,128.8,4.5,167.0,-0.0,"[5208,5617,21382,5742,0,919979]",pos66-1-buildingData-270
0,206.6,41.1,37.1,-4.4,-29.6,0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-5
1,214.0,41.1,34.3,-2.2,-144.3,-0.0,"[130481,0,10941,0,0,816916]",pos980-1-buildingData-5
2,207.0,46.1,33.8,0.2,40.4,-0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-10
3,208.5,46.1,38.2,-1.0,-128.0,0.0,"[182827,0,77456,2630,0,695337]",pos980-1-buildingData-10
4,206.7,51.1,40.7,3.2,98.5,0.0,"[0,174667,70220,67024,0,646530]",pos980-0-buildingData-15
5,208.0,51.1,34.4,1.7,-70.2,-0.0,"[0,0,0,0,0,958441]",pos980-1-buildingData-15
6,210.2,61.1,33.5,-3.5,22.0,-0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-25
7,206.3,61.1,37.7,-2.8,-53.5,0.0,"[0,0,0,0,0,958441]",pos980-1-buildingData-25
8,208.7,81.1,38.7,-3.5,133.9,-0.0,"[0,15997,791867,8501,0,142076]",pos980-0-buildingData-45
9,205.5,81.1,37.4,-1.4,-152.7,0.0,"[521612,13702,75393,81648,0,264151]",pos980-1-buildingData-45
10,210.8,106.1,38.1,-0.9,-154.2,0.0,"[507134,14236,60561,13721,0,361848]",pos980-0-buildingData-70
11,207.1,106.1,34.1,-1.0,118.7,0.0,"[0,135015,231559,25867,0,566000]",pos980-1-buildingData-70
12,209.9,156.1,34.8,-2.4,12.5,-0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-120
13,211.6,156.1,36.8,-2.9,-96.9,0.0,"[7465,10226,16170,10294,0,913766]",pos980-1-buildingData-120
14,206.2,206.1,37.4,2.5,-88.0,0.0,"[4683,4952,6335,3721,0,938536]",pos980-0-buildingData-170
15,214.1,206.1,37.4,-4.5,-144.5,-0.0,"[102709,23066,58383,19661,0,751910]",pos980-1-buildingData-170
16,204.5,256.1,38.6,-4.6,-47.9,0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-220
17,204.5,256.1,34.4,-4.3,108.5,0.0,"[0,0,0,0,0,958441]",pos980-1-buildingData-220
18,210.6,306.1,38.3,-1.3,70.4,0.0,"[0,0,0,0,0,958441]",pos980-0-buildingData-270
19,204.3,306.1,37.5,1.4,115.5,-0.0,"[0,0,0,0,0,958441]",pos980-1-buildingData-270
0,2376.0,10.0,1918.7,-3.6,160.5,-0.0,"[0,0,1527,0,0,956914]",pos1662-0-buildingData-5
1,2372.2,10.0,1917.6,-0.1,-99.9,0.0,"[0,0,7699,0,0,950742]",pos1662-1-buildingData-5
2,2368.8,10.0,1920.5,1.4,4.6,0.0,"[0,0,3287,674,0,954480]",pos1662-0-buildingData-10
3,2371.9,10.0,1922.1,-2.5,-167.5,0.0,"[0,0,176372,0,0,782069]",pos1662-1-buildingData-10
4,2373.1,10.0,1920.7,1.6,-31.2,0.0,"[0,0,0,0,0,958441]",pos1662-0-buildingData-15
5,2373.9,10.0,1922.2,-1.0,15.6,0.0,"[116,11650,11077,8873,0,926725]",pos1662-1-buildingData-15
6,2373.6,14.4,1918.3,2.6,-91.6,0.0,"[0,0,13142,0,0,945299]",pos1662-0-buildingData-25
7,2372.3,14.4,1920.6,-2.4,-118.9,0.0,"[0,0,102973,0,0,855468]",pos1662-1-buildingData-25
8,2374.8,34.4,1925.6,-0.3,-110.7,-0.0,"[0,0,45443,0,0,912998]",pos1662-0-buildingData-45
9,2368.4,34.4,1921.2,2.3,18.7,0.0,"[10474,31001,67255,66552,0,782844]",pos1662-1-buildingData-45
10,2370.4,59.4,1924.6,0.9,4.3,0.0,"[11703,989,63507,83459,0,798242]",pos1662-0-buildingData-70
11,2369.0,59.4,1924.5,2.3,134.5,-0.0,"[0,0,0,0,0,958441]",pos1662-1-buildingData-70
12,2368.6,109.4,1918.2,0.8,28.0,0.0,"[77935,154660,97931,139179,0,486036]",pos1662-0-buildingData-120
13,2368.1,109.4,1921.7,4.6,29.0,-0.0,"[80735,118906,67144,111376,0,577639]",pos1662-1-buildingData-120
